research_id,college_id,department,publications,citations,patents,funded_projects,research_funding,international_collaborations
RES01830,COL1709,Educational Psychology,1,6,1,1,3128000,3
RES01831,COL0509,Electronics & Telecommunication,5,15,6,11,14442000,1
RES01832,COL0121,Electrical Engineering,39,294,4,3,7758000,2
RES01833,COL1357,Accountancy,45,461,6,8,13466000,1
RES01834,COL1917,Commerce,37,227,4,11,25827000,1
RES01835,COL0344,Computer Science,0,0,1,1,634000,1
RES01836,COL1712,Human Resources,0,0,0,0,0,3
RES01837,COL0782,Accountancy,10,53,0,4,9264000,4
RES01838,COL0178,Pharmacology,2,11,1,4,2748000,0
RES01839,COL1835,Computer Science,13,31,4,8,14814000,0
RES01840,COL0782,Banking & Finance,57,504,3,10,30253000,0
RES01841,COL1986,Physics,0,0,0,0,0,1
RES01842,COL1368,Mathematics,2,10,4,3,3742000,1
RES01843,COL0614,Medical Surgical Nursing,1,6,0,0,0,1
RES01844,COL0872,Curriculum & Pedagogy,1,2,0,3,3524000,0
RES01845,COL0026,Commerce,10,45,1,3,2046000,1
RES01846,COL1512,English,1,6,0,3,3273000,1
RES01847,COL0351,English,0,0,0,1,3599000,2
RES01848,COL1248,Accountancy,1,4,2,4,2294000,1
RES01849,COL1454,Zoology,2,17,2,4,10174000,2
RES01850,COL1079,Commerce,0,0,0,1,570000,2
RES01851,COL1434,Information Technology,1,2,1,1,716000,1
RES01852,COL1381,Building Construction & Materials,9,24,0,6,5835000,0
RES01853,COL1126,Mathematics,2,12,0,2,4062000,2
RES01854,COL0560,Chemistry,8,64,3,3,5480000,0
RES01855,COL0405,Curriculum & Pedagogy,1,6,0,1,2197000,1
RES01856,COL0528,Information Technology,7,28,1,4,9345000,2
RES01857,COL1992,Curriculum & Pedagogy,4,18,0,4,11198000,3
RES01858,COL0015,Economics,2,7,0,3,3500000,0
RES01859,COL1005,Computer Science,2,13,1,1,2807000,1
RES01860,COL0020,Marathi,2,14,0,0,0,2
RES01861,COL1481,Business Administration,13,110,1,12,19131000,3
RES01862,COL1623,Pharmaceutical Chemistry,0,0,3,1,2968000,4
RES01863,COL1389,Pediatrics,4,27,1,1,1529000,1
RES01864,COL0288,English,2,13,3,0,854000,2
RES01865,COL0060,Business Administration,3,24,1,4,4631000,1
RES01866,COL0637,Business Administration,18,128,1,2,7282000,2
RES01867,COL1968,Electrical Engineering,1,7,2,1,2607000,2
RES01868,COL1251,Economics,2,14,0,1,1624000,2
RES01869,COL0252,Mathematics,0,0,0,1,1742000,2
RES01870,COL0674,Pharmacognosy,4,25,0,3,6247000,2
RES01871,COL0371,Pharmacology,23,165,0,4,3894000,2
RES01872,COL0457,Economics,4,22,0,2,5109000,1
RES01873,COL1023,Economics,1,5,4,0,1180000,3
RES01874,COL0411,Physics,1,7,0,1,3002000,2
RES01875,COL1130,Computer Science,1,6,2,3,4648000,1
RES01876,COL1929,Banking & Finance,0,0,0,0,0,1
RES01877,COL1351,Chemistry,2,17,1,1,2446000,2
RES01878,COL1728,Information Technology,15,139,4,6,4324000,2
RES01879,COL0130,Civil Engineering,11,68,0,2,3546000,0
RES01880,COL0931,Physics,5,32,1,3,1718000,3
RES01881,COL0064,Marketing,1,4,0,4,6543000,1
RES01882,COL0313,Zoology,0,0,3,0,286000,2
RES01883,COL1988,Electronics & Telecommunication,9,40,4,5,8740000,0
RES01884,COL0841,Computer Engineering,1,5,1,5,5979000,0
RES01885,COL1215,Computer Engineering,3,25,3,2,2161000,2
RES01886,COL0958,Electrical Engineering,13,50,5,3,7194000,0
RES01887,COL1202,English,10,39,1,1,1048000,0
RES01888,COL0132,Chemistry,29,209,5,8,20517000,1
RES01889,COL0242,Marketing,4,35,1,2,2849000,2
RES01890,COL1884,Economics,6,43,0,5,10505000,2
RES01891,COL1106,Pharmacognosy,1,4,0,0,0,0
RES01892,COL0099,Chemistry,8,19,1,4,5338000,0
RES01893,COL0277,Electrical Engineering,0,0,4,1,1147000,2
RES01894,COL0957,Civil Law,29,196,1,5,2475000,1
RES01895,COL1595,Physics,49,327,5,13,12008000,2
RES01896,COL1056,Mathematics,6,41,3,3,2804000,1
RES01897,COL1918,Community Health Nursing,1,7,0,2,4347000,0
RES01898,COL0572,Banking & Finance,39,90,1,12,8066000,0
RES01899,COL0175,Mathematics,1,5,0,1,1169000,0
RES01900,COL1001,Mathematics,1,8,1,1,2797000,0
RES01901,COL0330,Electrical Engineering,1,3,0,4,2083000,1
RES01902,COL0101,Marathi,20,63,0,6,9320000,3
RES01903,COL1871,Child Health Nursing,0,0,0,0,0,1
RES01904,COL1113,Physiology,5,40,0,3,3050000,3
RES01905,COL1635,Mechanical Engineering,19,83,4,6,9372000,4
RES01906,COL1888,Marathi,19,111,4,8,23674000,2
RES01907,COL0185,Computer Engineering,0,0,0,0,0,0
RES01908,COL1241,Electrical Engineering,25,129,5,11,13742000,3
RES01909,COL1575,Mechanical Engineering,31,216,7,5,7575000,2
RES01910,COL0468,Chemistry,2,16,2,2,1770000,0
RES01911,COL0695,English,0,0,2,2,2264000,2
RES01912,COL1813,Marketing,0,0,0,1,3365000,2
RES01913,COL0402,Human Resources,2,19,2,0,451000,3
RES01914,COL1321,Marathi,2,14,1,3,2617000,3
RES01915,COL1102,Physics,36,205,2,5,7941000,3
RES01916,COL0034,Electronics & Telecommunication,87,468,14,13,5797000,1
RES01917,COL0344,English,2,10,1,1,1513000,1
RES01918,COL0591,Banking & Finance,15,136,0,3,11593000,1
RES01919,COL0918,Banking & Finance,2,7,0,0,0,0
RES01920,COL1084,Mathematics,24,202,1,8,28879000,1
RES01921,COL1999,Building Construction & Materials,20,169,3,6,10688000,3
RES01922,COL0012,Banking & Finance,1,6,0,0,0,2
RES01923,COL0906,Electronics & Telecommunication,50,426,9,13,19372000,2
RES01924,COL1925,Economics,2,12,1,2,1214000,3
RES01925,COL1161,Physics,5,39,1,2,1304000,1
RES01926,COL1936,Economics,1,7,0,1,3039000,3
RES01927,COL0022,English,4,34,1,3,6794000,0
RES01928,COL0802,Educational Administration,14,118,1,1,804000,3
RES01929,COL1021,Commerce,5,26,1,3,2259000,0
RES01930,COL0565,Educational Psychology,3,11,0,3,4450000,1
RES01931,COL0925,Electronics & Telecommunication,11,40,6,3,8078000,1
RES01932,COL1822,English,1,4,0,0,0,3
RES01933,COL0817,Mechanical Engineering,13,89,6,2,1863000,0
RES01934,COL0789,Business Administration,3,14,0,2,1927000,3
RES01935,COL1278,Economics,2,14,0,2,6473000,3
RES01936,COL1770,Computer Engineering,1,4,1,2,3482000,0
RES01937,COL1221,Chemistry,66,554,10,8,9838000,4
RES01938,COL0801,Criminal Law,0,0,2,1,2526000,2
RES01939,COL0157,Physics,9,67,0,5,13281000,2
RES01940,COL1091,Commerce,17,49,3,7,4153000,1
RES01941,COL1650,Curriculum & Pedagogy,2,15,1,1,2420000,2
RES01942,COL1701,Electrical Engineering,28,245,2,12,10129000,2
RES01943,COL0002,Zoology,51,433,1,7,5295000,0
RES01944,COL0638,Computer Engineering,0,0,1,0,165000,1
RES01945,COL0753,Educational Psychology,0,0,0,1,504000,3
RES01946,COL1323,Banking & Finance,1,5,1,1,564000,2
RES01947,COL1072,Pharmaceutics,1,5,2,1,1437000,0
RES01948,COL1734,Mathematics,10,44,0,7,6725000,1
RES01949,COL1399,Child Health Nursing,1,6,0,0,0,2
RES01950,COL0890,English,1,5,1,1,2142000,1
RES01951,COL1255,Physics,1,7,0,2,2605000,0
RES01952,COL1674,Commerce,6,58,2,9,18146000,1
RES01953,COL1476,Chemistry,0,0,0,0,0,1
RES01954,COL1141,Civil Engineering,8,37,0,5,11316000,3
RES01955,COL1578,Commerce,3,16,5,3,4128000,2
RES01956,COL0755,Building Construction & Materials,9,70,1,2,5155000,1
RES01957,COL1457,Mathematics,0,0,0,0,0,1
RES01958,COL0441,Electronics & Telecommunication,0,0,3,0,553000,2
RES01959,COL1751,Computer Science,0,0,2,1,2534000,2
RES01960,COL1370,Educational Psychology,0,0,1,1,1027000,2
RES01961,COL0794,Mechanical Engineering,1,5,3,2,5930000,1
RES01962,COL1678,Criminal Law,2,18,1,0,263000,1
RES01963,COL1579,English,0,0,1,1,1356000,1
RES01964,COL0271,Civil Engineering,11,59,1,4,7370000,2
RES01965,COL0449,Physics,1,6,1,4,10391000,1
RES01966,COL0043,Civil Engineering,30,309,2,5,10816000,1
RES01967,COL0314,Medical Surgical Nursing,66,441,4,7,3480000,2
RES01968,COL1938,Chemistry,10,17,8,4,6350000,0
RES01969,COL1485,Biochemistry,5,28,0,1,426000,1
RES01970,COL1699,Marathi,0,0,0,0,0,0
RES01971,COL1466,Mathematics,12,104,4,7,4111000,0
RES01972,COL1383,Marathi,0,0,0,1,659000,2
RES01973,COL0492,Economics,11,80,0,1,1394000,2
RES01974,COL0163,Computer Engineering,1,6,5,0,1303000,1
RES01975,COL0990,Electronics & Telecommunication,1,8,0,0,0,1
RES01976,COL1031,Physics,45,386,0,1,1409000,1
RES01977,COL1457,Computer Science,2,15,1,1,2712000,2
RES01978,COL0019,Commerce,0,0,0,0,0,1
RES01979,COL1051,Urban Planning,11,40,1,3,2456000,3
RES01980,COL1357,Business Administration,58,512,2,11,26283000,1
RES01981,COL0146,Commerce,19,202,1,8,7728000,2
RES01982,COL1772,Economics,7,47,3,10,14769000,2
RES01983,COL0714,Economics,13,93,2,11,33108000,3
RES01984,COL1761,Mechanical Engineering,3,12,4,4,8507000,1
RES01985,COL0765,Human Resources,10,48,0,3,3464000,1
RES01986,COL1740,Educational Administration,7,20,0,3,2467000,1
RES01987,COL0046,Chemistry,0,0,0,0,0,2
RES01988,COL0545,Chemistry,49,374,2,4,2522000,1
RES01989,COL1107,Mathematics,1,6,0,2,1393000,0
RES01990,COL0260,English,5,42,4,10,14147000,0
RES01991,COL0197,Electrical Engineering,5,36,0,4,11431000,0
RES01992,COL0831,Operations Management,1,8,0,0,0,2
RES01993,COL0288,Physics,4,42,1,1,3326000,3
RES01994,COL0355,Computer Engineering,2,11,4,3,8485000,2
RES01995,COL1037,Mathematics,9,41,0,2,4681000,1
RES01996,COL1777,Mathematics,21,53,1,9,16207000,1
RES01997,COL0417,Computer Engineering,1,8,1,0,92000,1
RES01998,COL1544,Computer Science,56,432,3,6,23257000,2
RES01999,COL0053,Finance,1,6,1,3,6557000,2
RES02000,COL0609,Mechanical Engineering,0,0,0,0,0,0
RES02001,COL0487,Information Technology,3,25,1,2,1969000,1
RES02002,COL1173,Mechanical Engineering,3,26,1,3,7492000,5
RES02003,COL0999,Marathi,4,19,1,3,2771000,1
RES02004,COL1016,Sociology,3,20,1,4,7036000,0
RES02005,COL1735,Chemistry,3,30,6,2,2792000,4
RES02006,COL0082,Mechanical Engineering,0,0,1,0,96000,0
RES02007,COL0664,Civil Engineering,0,0,0,0,0,2
RES02008,COL1631,Commerce,1,6,0,1,486000,0
RES02009,COL0877,Zoology,1,5,0,1,762000,1
RES02010,COL1696,Sociology,4,19,0,1,662000,1
RES02011,COL1533,Physics,2,11,0,0,0,2
RES02012,COL0701,Curriculum & Pedagogy,13,104,3,0,870000,0
RES02013,COL0032,Commerce,2,9,0,1,554000,2
RES02014,COL0990,Information Technology,36,194,3,7,11858000,2
RES02015,COL0046,English,2,11,4,1,3792000,2
RES02016,COL1795,Marathi,4,29,0,0,0,1
RES02017,COL1662,Pharmacology,1,7,2,1,2487000,3
RES02018,COL1777,Physics,4,12,0,2,983000,1
RES02019,COL0368,Electrical Engineering,1,8,2,1,884000,2
RES02020,COL1375,Mechanical Engineering,0,0,4,0,1164000,1
RES02021,COL0375,Mathematics,0,0,0,0,0,1
RES02022,COL0415,Computer Science,1,4,0,1,906000,2
RES02023,COL1762,Pharmacognosy,3,19,2,2,6537000,2
RES02024,COL1793,Pharmacology,0,0,0,0,0,1
RES02025,COL1934,Criminal Law,5,11,0,2,3054000,0
RES02026,COL0231,Mechanical Engineering,10,72,5,6,24522000,4
RES02027,COL0852,Civil Engineering,1,8,0,0,0,3
RES02028,COL1020,Obstetrics & Gynaecological Nursing,6,47,0,2,718000,1
RES02029,COL1255,Computer Science,0,0,1,1,1966000,0
RES02030,COL1622,Physics,4,24,3,4,7181000,1
RES02031,COL1405,Civil Engineering,0,0,0,0,0,1
RES02032,COL0726,Physics,2,8,2,2,726000,0
RES02033,COL0060,Banking & Finance,0,0,0,1,1089000,2
RES02034,COL1323,Business Administration,1,3,0,3,3106000,1
RES02035,COL1784,Economics,9,68,1,2,3805000,2
RES02036,COL0577,Information Technology,0,0,0,1,1509000,1
RES02037,COL1340,Mechanical Engineering,4,23,8,4,6762000,2
RES02038,COL1387,Chemistry,2,12,0,3,8602000,0
RES02039,COL1863,Criminal Law,30,130,2,8,19263000,0
RES02040,COL1398,Computer Science,0,0,1,1,2392000,0
RES02041,COL1316,Electronics & Telecommunication,0,0,0,1,3133000,4
RES02042,COL0623,Chemistry,7,33,4,3,6020000,0
RES02043,COL1213,Computer Engineering,2,15,3,1,3093000,1
RES02044,COL0293,Pharmacognosy,1,5,0,0,0,2
RES02045,COL1151,Electrical Engineering,6,44,0,4,11115000,1
RES02046,COL1498,Civil Engineering,5,23,2,3,8137000,2
RES02047,COL0705,Pharmaceutical Chemistry,3,32,3,1,4304000,3
RES02048,COL0143,Electronics & Telecommunication,1,6,0,1,1648000,3
RES02049,COL0971,Electrical Engineering,5,26,5,4,9464000,1
RES02050,COL0091,Chemistry,1,6,1,2,1520000,0
RES02051,COL0409,Chemistry,2,18,4,5,12175000,1
RES02052,COL1627,Civil Engineering,1,3,2,0,131000,0
RES02053,COL0663,Electronics & Telecommunication,3,16,2,3,7256000,2
RES02054,COL1664,Civil Engineering,1,8,1,0,173000,3
RES02055,COL0450,Chemistry,0,0,0,0,0,0
RES02056,COL0178,Anatomy,3,16,1,3,2930000,1
RES02057,COL0719,Curriculum & Pedagogy,7,65,1,2,4470000,0
RES02058,COL0787,Physics,2,15,0,1,2291000,2
RES02059,COL1063,Information Technology,1,5,2,1,2773000,0
RES02060,COL1178,Information Technology,2,20,3,1,3642000,2
RES02061,COL1603,Physics,13,91,1,1,3399000,0
RES02062,COL0950,Architectural Design,6,41,2,3,7575000,2
RES02063,COL0163,Electronics & Telecommunication,9,53,5,2,3455000,3
RES02064,COL0867,Sociology,1,4,0,2,2890000,1
RES02065,COL0682,Electronics & Telecommunication,0,0,2,2,5245000,3
RES02066,COL1661,Pharmacology,11,68,2,1,2696000,2
RES02067,COL1783,Chemistry,17,137,4,7,5958000,1
RES02068,COL0521,Mathematics,1,6,0,1,999000,0
RES02069,COL0594,Computer Engineering,1,6,0,2,2819000,2
RES02070,COL1756,English,3,15,3,1,2424000,0
RES02071,COL1004,Mechanical Engineering,1,2,1,1,2008000,0
RES02072,COL0382,Accountancy,0,0,0,1,2377000,0
RES02073,COL0276,Mathematics,1,6,2,3,4879000,1
RES02074,COL1731,Sociology,4,19,2,5,4074000,0
RES02075,COL1986,Marathi,2,10,1,1,1701000,1
RES02076,COL1250,Criminal Law,14,113,1,7,15297000,4
RES02077,COL0600,Economics,0,0,0,2,3574000,1
RES02078,COL1261,Business Analytics,4,30,3,5,14804000,2
RES02079,COL0777,Electronics & Telecommunication,1,8,1,0,121000,4
RES02080,COL1661,Surgery,1,5,0,1,1714000,1
RES02081,COL1672,Banking & Finance,1,6,1,2,6403000,3
RES02082,COL0385,Accountancy,1,3,0,0,0,0
RES02083,COL0547,Economics,0,0,1,1,3410000,3
RES02084,COL1600,Physiology,3,25,0,2,5093000,3
RES02085,COL0827,English,33,218,2,6,4170000,1
RES02086,COL1498,Electrical Engineering,17,106,4,5,4528000,2
RES02087,COL0586,Physics,1,5,2,1,1134000,1
RES02088,COL0670,Building Construction & Materials,6,37,0,4,9418000,2
RES02089,COL1770,Civil Engineering,22,70,4,5,10516000,1
RES02090,COL0048,Mechanical Engineering,0,0,2,0,309000,3
RES02091,COL0688,Chemistry,0,0,0,0,0,3
RES02092,COL0548,Economics,2,9,1,1,806000,1
RES02093,COL1175,English,1,11,2,1,1384000,1
RES02094,COL0612,Operations Management,47,299,1,4,6122000,2
RES02095,COL1061,Information Technology,5,14,2,1,665000,3
RES02096,COL0155,Zoology,32,142,0,2,3726000,0
RES02097,COL1548,Computer Science,0,0,0,0,0,2
RES02098,COL1948,Computer Engineering,12,96,13,7,12384000,3
RES02099,COL1567,Economics,1,7,0,0,0,3
RES02100,COL1632,Educational Administration,1,5,1,1,1870000,2
RES02101,COL1772,Banking & Finance,86,491,12,13,41095000,2
RES02102,COL0419,Computer Science,7,33,2,5,2745000,0
RES02103,COL1135,Marketing,1,5,0,1,2324000,1
RES02104,COL1550,Pharmacology,9,56,2,2,2609000,3
RES02105,COL1006,Pharmaceutical Chemistry,0,0,0,0,0,2
RES02106,COL1842,Electrical Engineering,2,21,5,4,6697000,2
RES02107,COL1027,Political Science,0,0,0,3,8905000,1
RES02108,COL1460,Civil Law,3,20,2,2,5180000,1
RES02109,COL0787,Mathematics,3,15,1,2,3054000,2
RES02110,COL0979,English,27,196,0,5,5908000,1
RES02111,COL0620,Commerce,6,49,2,4,3384000,0
RES02112,COL0970,English,0,0,2,1,1927000,1
RES02113,COL0980,Commerce,1,7,0,1,332000,1
RES02114,COL1693,Commerce,1,2,0,4,2827000,1
RES02115,COL1622,Commerce,16,83,3,7,6223000,1
RES02116,COL0871,Economics,2,15,1,2,3353000,2
RES02117,COL0873,Urban Planning,1,7,1,0,89000,0
RES02118,COL1682,Educational Psychology,2,8,1,2,1530000,1
RES02119,COL1658,Corporate Law,22,148,2,14,29938000,1
RES02120,COL1803,Pharmacognosy,2,10,0,2,4298000,3
RES02121,COL0468,Mathematics,73,523,5,10,29341000,1
RES02122,COL1288,Economics,2,10,2,2,1704000,2
RES02123,COL0496,Marathi,1,5,0,2,1504000,2
RES02124,COL1900,Marathi,5,18,0,5,1460000,1
RES02125,COL1266,Information Technology,0,0,2,1,1041000,2
RES02126,COL0418,Information Technology,16,99,3,2,2229000,3
RES02127,COL1295,Criminal Law,2,11,2,1,1172000,0
RES02128,COL0629,Botany,32,74,0,5,1420000,1
RES02129,COL0935,Mathematics,4,33,0,1,1370000,1
RES02130,COL0475,Mathematics,1,8,0,0,0,2
RES02131,COL0406,Horticulture,3,15,3,2,5684000,3
RES02132,COL1753,Finance,2,18,0,1,2709000,1
RES02133,COL1447,Sociology,13,90,0,2,4299000,1
RES02134,COL1039,Computer Engineering,8,43,3,3,4467000,1
RES02135,COL0921,Criminal Law,23,151,3,5,7561000,0
RES02136,COL0509,Electrical Engineering,11,52,3,3,2557000,0
RES02137,COL0845,English,1,7,1,1,1417000,1
RES02138,COL0620,Marathi,9,63,4,5,7741000,0
RES02139,COL0863,Mathematics,30,244,1,11,35930000,2
RES02140,COL1279,Pharmacology,0,0,0,0,0,0
RES02141,COL1382,Mathematics,79,293,4,10,17772000,0
RES02142,COL1896,Information Technology,0,0,1,0,225000,2
RES02143,COL0275,Chemistry,2,5,0,1,2005000,2
RES02144,COL1630,Constitutional Law,18,119,3,6,7537000,1
RES02145,COL0604,Civil Engineering,21,222,1,2,6750000,3
RES02146,COL0759,Economics,3,25,1,1,1999000,2
RES02147,COL1726,Business Analytics,18,96,3,5,6093000,2
RES02148,COL0760,English,1,6,1,1,2428000,2
RES02149,COL1230,Computer Science,1,8,1,1,979000,2
RES02150,COL1779,Electronics & Telecommunication,0,0,0,1,2168000,1
RES02151,COL0750,Electronics & Telecommunication,1,8,1,1,2108000,1
RES02152,COL1451,Curriculum & Pedagogy,0,0,0,0,0,0
RES02153,COL1437,Electronics & Telecommunication,0,0,2,1,1196000,0
RES02154,COL0747,Marathi,6,33,4,4,8996000,2
RES02155,COL0865,Marathi,1,5,0,1,1158000,2
RES02156,COL0304,Chemistry,0,0,4,0,941000,0
RES02157,COL0440,Physics,2,18,0,1,3979000,1
RES02158,COL0567,Finance,6,26,0,3,7759000,2
RES02159,COL1419,Biochemistry,28,195,1,8,5892000,3
RES02160,COL0817,Electronics & Telecommunication,14,66,9,7,8480000,1
RES02161,COL0647,Economics,40,297,3,4,3251000,2
RES02162,COL1739,Information Technology,1,7,3,0,559000,3
RES02163,COL0126,Civil Engineering,2,12,0,2,1557000,2
RES02164,COL1123,Medical Surgical Nursing,1,2,1,0,96000,3
RES02165,COL0652,English,1,9,0,0,0,2
RES02166,COL0797,Pharmaceutics,17,93,6,3,8877000,1
RES02167,COL1516,Pharmacology,12,97,2,5,8929000,2
RES02168,COL1979,Marathi,7,48,1,4,7555000,1
RES02169,COL0009,Civil Engineering,66,377,2,7,21271000,3
RES02170,COL1653,Physics,0,0,0,0,0,3
RES02171,COL0211,Pharmaceutical Chemistry,4,26,6,1,4796000,3
RES02172,COL0439,Mathematics,76,410,2,10,23727000,2
RES02173,COL0141,Banking & Finance,9,44,4,4,7838000,1
RES02174,COL0729,Educational Administration,1,5,0,1,1314000,0
RES02175,COL0053,Marketing,0,0,2,0,292000,2
RES02176,COL1690,Economics,1,8,0,1,2835000,0
RES02177,COL0833,Horticulture,0,0,1,1,1522000,1
RES02178,COL0202,Computer Engineering,44,391,8,3,8768000,1
RES02179,COL1772,Accountancy,1,7,0,5,11519000,2
RES02180,COL0603,Community Health Nursing,6,33,0,3,9485000,2
RES02181,COL0994,English,2,9,0,1,1310000,3
RES02182,COL1214,Computer Science,1,7,0,1,1266000,1
RES02183,COL1483,Chemistry,34,305,3,6,21924000,0
RES02184,COL0325,Economics,33,272,2,8,11299000,0
RES02185,COL0132,Economics,3,12,0,4,4450000,0
RES02186,COL1713,English,3,26,0,2,4415000,1
RES02187,COL0343,English,11,79,2,11,10202000,1
RES02188,COL1718,Physics,8,41,2,3,5918000,1
RES02189,COL1216,Marathi,8,57,1,3,9570000,1
RES02190,COL1706,Physiology,45,325,3,6,8759000,3
RES02191,COL0239,Commerce,8,34,1,4,8634000,1
RES02192,COL1707,Civil Engineering,0,0,1,0,178000,1
RES02193,COL1755,Civil Engineering,2,10,4,3,8230000,2
RES02194,COL0512,Civil Engineering,1,7,2,0,465000,3
RES02195,COL0962,Civil Engineering,113,706,4,11,5452000,1
RES02196,COL1153,Chemistry,4,15,5,1,2497000,0
RES02197,COL1265,Marathi,2,12,0,0,0,0
RES02198,COL1305,Mechanical Engineering,7,42,9,2,6665000,2
RES02199,COL0110,English,23,234,2,7,4091000,2
RES02200,COL1387,English,10,76,3,2,3763000,3
RES02201,COL0651,Computer Engineering,2,22,4,1,3045000,3
RES02202,COL1409,Business Analytics,6,40,0,1,2748000,4
RES02203,COL1231,Information Technology,1,7,0,4,10583000,4
RES02204,COL1565,Pharmacognosy,1,3,2,0,107000,1
RES02205,COL1005,Economics,1,6,1,0,55000,0
RES02206,COL0782,Economics,43,337,1,4,2444000,1
RES02207,COL1931,Mechanical Engineering,2,19,1,1,1860000,1
RES02208,COL1257,Commerce,6,43,1,7,13814000,1
RES02209,COL1513,English,17,111,4,6,3255000,2
RES02210,COL1389,Pharmacology,0,0,1,0,121000,3
RES02211,COL1380,Banking & Finance,9,49,2,4,8491000,2
RES02212,COL0660,Chemistry,6,44,4,1,3137000,2
RES02213,COL1042,Economics,1,3,0,1,1012000,0
RES02214,COL0592,Physics,40,325,2,8,20525000,3
RES02215,COL0911,Electronics & Telecommunication,4,23,4,5,9888000,1
RES02216,COL0789,Banking & Finance,0,0,0,2,4932000,1
RES02217,COL1005,Chemistry,0,0,2,1,1502000,4
RES02218,COL0727,Operations Management,4,6,0,2,2502000,1
RES02219,COL0757,Chemistry,7,48,2,3,5532000,0
RES02220,COL0409,Mathematics,5,48,0,2,1061000,2
RES02221,COL1198,Marathi,2,15,1,3,4498000,1
RES02222,COL0363,Computer Science,2,9,3,4,2090000,0
RES02223,COL0260,Commerce,0,0,0,0,0,0
RES02224,COL0596,Chemistry,1,5,1,0,58000,1
RES02225,COL0467,Electronics & Telecommunication,11,95,2,3,8370000,4
RES02226,COL1204,Computer Science,0,0,1,0,194000,2
RES02227,COL0761,Information Technology,10,90,5,5,16120000,2
RES02228,COL1917,Computer Science,1,6,7,0,795000,0
RES02229,COL1476,Economics,2,20,0,2,3688000,2
RES02230,COL0564,Architectural Design,2,13,1,1,1102000,3
RES02231,COL1976,Electrical Engineering,24,97,7,3,3144000,2
RES02232,COL0265,Physics,1,3,0,0,0,1
RES02233,COL1221,Computer Science,30,272,5,6,9917000,2
RES02234,COL1842,Information Technology,2,15,5,3,5813000,2
RES02235,COL0268,Biochemistry,179,1524,0,10,10778000,2
RES02236,COL1496,Physics,2,18,0,1,568000,2
RES02237,COL1380,Business Administration,6,29,1,7,19986000,2
RES02238,COL1713,Mathematics,18,134,4,4,14568000,0
RES02239,COL1293,Banking & Finance,8,72,1,5,14154000,1
RES02240,COL0507,Accountancy,18,149,4,4,12946000,1
RES02241,COL0150,Electronics & Telecommunication,5,14,1,4,7043000,2
RES02242,COL1496,Computer Science,5,52,9,4,11709000,2
RES02243,COL1724,Electronics & Telecommunication,18,176,4,2,4863000,1
RES02244,COL0304,Physics,0,0,0,1,1232000,0
RES02245,COL0652,Chemistry,1,9,2,2,5435000,1
RES02246,COL0875,Electronics & Telecommunication,0,0,1,1,1196000,1
RES02247,COL1927,Pharmaceutical Chemistry,2,15,4,1,1095000,3
RES02248,COL0137,English,2,12,0,4,3182000,1
RES02249,COL0979,Computer Science,1,9,4,1,2692000,0
RES02250,COL0875,Electrical Engineering,6,35,5,1,1653000,2
RES02251,COL1701,Computer Engineering,2,14,3,0,349000,3
RES02252,COL0163,Information Technology,2,17,0,2,5896000,1
