college_id,college_name,college_type,ownership,district,city,state,university,established_year,naac_grade,nirf_rank,autonomous,accreditation_score,total_students,total_faculty,campus_area_acres,courses_offered,hostel_available,website,status
COL0614,"Anandibai Joshi Institute of Nursing Sciences, Vile Parle",Nursing,Private,Mumbai Suburban,Vile Parle,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1993,B+,,No,2.84,176,9,16.2,M.Sc Nursing; B.Sc Nursing; GNM; ANM,Yes,www.anandibaijoshiinstituteofnur.org.in,Active
COL0615,"Maratha Vidya Prasarak Samaj's Shankarrao Chavan Commerce College, Thane",Commerce,Private,Thane,Thane,Maharashtra,University of Mumbai,2001,B,,No,2.62,1993,124,7.6,BCom (Accounting & Finance); MCom,Yes,www.marathavidyaprasaraksamajssh.org.in,Active
COL0616,"Adarsh Shikshan Prasarak Mandal's Vasantrao Naik College of Pharmacy, Kurla",Pharmacy,Private,Mumbai Suburban,Kurla,Maharashtra,University of Mumbai,2004,A,,No,3.45,877,52,18.0,D.Pharm; M.Pharm; B.Pharm,Yes,www.adarshshikshanprasarakmandal.org.in,Active
COL0617,"Baburao Kale Arts, Science and Commerce College, Udgir","Arts, Science & Commerce",Government,Latur,Udgir,Maharashtra,Swami Ramanand Teerth Marathwada University,1945,A+,,No,3.61,2504,111,18.5,BCom; MCom; BSc; BA,No,www.baburaokaleartsscienceandcom.edu.in,Active
COL0618,"Government Institute of Engineering and Technology, Islampur",Engineering,Autonomous,Sangli,Islampur,Maharashtra,"Shivaji University, Kolhapur",1989,B++,,Yes,3.21,2600,173,72.8,BE Computer Engineering; BE Electronics & Telecommunication; ME; BE Electrical Engineering; BE Civil Engineering; BE Mechanical Engineering,Yes,www.governmentinstituteofenginee.org.in,Active
COL0619,"Adarsh College of Engineering, Bhusawal",Engineering,Government,Jalgaon,Bhusawal,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1913,C,,No,2.08,3358,263,71.9,BE Computer Engineering; BE Mechanical Engineering; BE Electronics & Telecommunication; BE Electrical Engineering,Yes,www.adarshcollegeofengineeringbh.org.in,Active
COL0620,"Bhausaheb Hire Arts, Science and Commerce College, Amalner","Arts, Science & Commerce",Government,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1982,B++,,No,3.23,4723,276,33.9,MA; BA; BSc; MSc; BCom,No,www.bhausahebhireartsscienceandc.ac.in,Active
COL0621,"Kisan Veer Arts, Science and Commerce College, Ballarpur","Arts, Science & Commerce",Private,Chandrapur,Ballarpur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1985,B+,,No,2.85,3570,277,43.5,MCom; BSc; MSc; MA; BA; BCom,Yes,www.kisanveerartsscienceandcomme.edu.in,Active
COL0622,"Government School of Business Management, Paithan",Management (MBA/BBA),Private,Chhatrapati Sambhajinagar,Paithan,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2007,B+,,No,2.86,487,24,16.6,PGDM; BBA; MBA; MMS,Yes,www.governmentschoolofbusinessma.edu.in,Active
COL0623,"Adarsh Shikshan Prasarak Mandal's Yashwantrao Chavan Science College, Ulhasnagar",Science,Deemed,Thane,Ulhasnagar,Maharashtra,Adarsh Shikshan Prasarak Mandal's Yashwantrao Chavan Science College (Deemed to be University),1967,B++,,Yes,3.05,2839,125,12.7,BSc Computer Science; BSc Chemistry; BSc Mathematics; MSc,No,www.adarshshikshanprasarakmandal.ac.in,Active
COL0624,"Bharatiya Vidya Bhavan's Shahu Maharaj Institute of Engineering and Technology, Balapur",Engineering,Deemed,Akola,Balapur,Maharashtra,Bharatiya Vidya Bhavan's Shahu Maharaj Institute of Engineering and Technology (Deemed to be University),1965,C,,Yes,2.42,3247,186,10.6,ME; BE Mechanical Engineering; BE Electronics & Telecommunication,Yes,www.bharatiyavidyabhavansshahuma.ac.in,Active
COL0625,"Deccan Education Society's Punyashlok Ahilyadevi Holkar Mahavidyalaya, Andheri","Arts, Science & Commerce",Private,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1975,B+,,No,2.97,3084,174,23.3,MA; BA; BSc; MCom; BCom,No,www.deccaneducationsocietyspunya.ac.in,Temporarily Closed
COL0626,"Vasantrao Naik Law College, Jalna",Law,Deemed,Jalna,Jalna,Maharashtra,Vasantrao Naik Law College (Deemed to be University),1990,B++,,Yes,3.18,1445,62,9.8,LLM; LLB; BA LLB,Yes,www.vasantraonaiklawcollegejalna.ac.in,Active
COL0627,"Yashwantrao Chavan Mahavidyalaya, Kankavli",Arts,Autonomous,Sindhudurg,Kankavli,Maharashtra,University of Mumbai,2004,B++,,Yes,3.02,320,25,4.9,BA Marathi; MA,Yes,www.yashwantraochavanmahavidyala.edu.in,Active
COL0628,MIT World Peace University,Engineering,Deemed,Pune,Pune,Maharashtra,MIT World Peace University,1971,B+,87,Yes,2.99,1843,104,13.4,ME; BE Electronics & Telecommunication; BE Civil Engineering,No,www.mitworldpeaceuniversity.ac.in,Active
COL0629,"Balasaheb Thackeray College of Science, Umred",Science,Private,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1987,C,,No,2.36,2284,136,28.8,BSc Chemistry; BSc Computer Science; MSc,Yes,www.balasahebthackeraycollegeofs.edu.in,Active
COL0630,"Nutan Vidya Prasarak Sanstha's Karmaveer Bhaurao Patil Institute of Polytechnic, Rajura",Polytechnic,Private,Chandrapur,Rajura,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2014,B++,,No,3.01,940,67,15.2,Diploma in Electrical Engineering; Diploma in Civil Engineering,No,www.nutanvidyaprasaraksansthaska.org.in,Active
COL0631,"Loknete Gopinathji Munde School of Business Management, Fort",Management (MBA/BBA),Autonomous,Mumbai City,Fort,Maharashtra,University of Mumbai,1951,A,,Yes,3.32,631,28,15.1,MMS; MBA,Yes,www.loknetegopinathjimundeschool.ac.in,Active
COL0632,"Adarsh Institute of Nursing Sciences, Ahmadpur",Nursing,Autonomous,Latur,Ahmadpur,Maharashtra,Swami Ramanand Teerth Marathwada University,1982,A+,,Yes,3.56,264,21,8.5,ANM; B.Sc Nursing,Yes,www.adarshinstituteofnursingscie.edu.in,Active
COL0633,Datta Meghe College of Engineering,Engineering,Private,Thane,Navi Mumbai,Maharashtra,University of Mumbai,2016,A+,176,No,3.62,3817,166,13.3,BE Computer Engineering; BE Mechanical Engineering; BE Civil Engineering,Yes,www.dattameghecollegeofengineeri.org.in,Active
COL0634,"Swami Vivekanand Institute of Management Studies, Kurla",Management (MBA/BBA),Private,Mumbai Suburban,Kurla,Maharashtra,University of Mumbai,1989,A+,,No,3.58,704,30,3.4,MMS; PGDM; MBA; BBA,No,www.swamivivekanandinstituteofma.org.in,Active
COL0635,"New Model Institute of Management Studies, Sakoli",Management (MBA/BBA),Deemed,Bhandara,Sakoli,Maharashtra,New Model Institute of Management Studies (Deemed to be University),1964,A++,,Yes,3.92,915,43,19.3,BBA; MBA; MMS; PGDM,No,www.newmodelinstituteofmanagemen.ac.in,Active
COL0636,"Government Science College, Beed",Science,Autonomous,Beed,Beed,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1990,A,,Yes,3.44,1018,42,10.8,BSc Computer Science; MSc; BSc Chemistry,Yes,www.governmentsciencecollegebeed.ac.in,Active
COL0637,"Yashwantrao Chavan College of Commerce, Chakan",Commerce,Government,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1969,A+,,Yes,3.52,1501,97,1.7,BCom (Banking & Insurance); BCom (Accounting & Finance),Yes,www.yashwantraochavancollegeofco.ac.in,Active
COL0638,"Anjuman-I-Islam's Lokmanya Tilak Polytechnic, Kagal",Polytechnic,Autonomous,Kolhapur,Kagal,Maharashtra,"Shivaji University, Kolhapur",1992,A+,,Yes,3.72,418,17,18.2,Diploma in Mechanical Engineering; Diploma in Electrical Engineering; Diploma in Computer Engineering; Diploma in Civil Engineering,Yes,www.anjuman-i-islamslokmanyatila.ac.in,Temporarily Closed
COL0639,"Kisan Veer College of Pharmacy, Manmad",Pharmacy,Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2011,A+,,No,3.65,826,56,12.2,B.Pharm; D.Pharm,No,www.kisanveercollegeofpharmacyma.ac.in,Active
COL0640,"Kai. Shankarrao Patil Education Society's Adarsh Mahavidyalaya, Mumbai","Arts, Science & Commerce",Government,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1887,A+,,No,3.66,2129,110,4.6,MCom; BCom,Yes,www.kaishankarraopatileducations.edu.in,Active
COL0641,"Akkalkot Arts, Science and Commerce College","Arts, Science & Commerce",Private,Solapur,Akkalkot,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,2002,B+,,No,2.85,3323,161,32.5,BSc; BCom,Yes,www.akkalkotartsscienceandcommer.ac.in,Active
COL0642,"Punyashlok Ahilyadevi Holkar Law College, Khamgaon",Law,Deemed,Buldhana,Khamgaon,Maharashtra,Punyashlok Ahilyadevi Holkar Law College (Deemed to be University),1998,A+,,Yes,3.67,1500,67,1.8,LLM; BA LLB; LLB,Yes,www.punyashlokahilyadeviholkarla.ac.in,Active
COL0643,Tata Institute of Social Sciences,"Arts, Science & Commerce",Deemed,Mumbai Suburban,Mumbai,Maharashtra,Tata Institute of Social Sciences (Deemed University),1963,B++,122,Yes,3.15,7315,433,7.0,MA; MCom; MSc; BCom,Yes,www.tatainstituteofsocialscience.ac.in,Active
COL0644,"Rayat Shikshan Sanstha's Chhatrapati Shivaji Arts College, Manmad",Arts,Deemed,Nashik,Manmad,Maharashtra,Rayat Shikshan Sanstha's Chhatrapati Shivaji Arts College (Deemed to be University),1980,A+,7,Yes,3.67,1132,55,9.1,BA Marathi; BA Economics,Yes,www.rayatshikshansansthaschhatra.ac.in,Active
COL0645,"Government Institute of Engineering and Technology, Umred",Engineering,Government,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1982,A,123,No,3.28,3570,174,69.8,BE Electronics & Telecommunication; ME,Yes,www.governmentinstituteofenginee.ac.in,Active
COL0646,"Rayat Shikshan Sanstha's Shahu Maharaj College of Education, Fort",Education (B.Ed/D.Ed),Deemed,Mumbai City,Fort,Maharashtra,Rayat Shikshan Sanstha's Shahu Maharaj College of Education (Deemed to be University),1988,A,,Yes,3.41,284,19,1.0,D.Ed; M.Ed; B.Ed,Yes,www.rayatshikshansansthasshahuma.ac.in,Temporarily Closed
COL0647,"Lok Shikshan Sanstha's Anandibai Joshi Arts, Science and Commerce College, Amgaon","Arts, Science & Commerce",Government,Gondia,Amgaon,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1960,A++,,No,3.82,4163,264,35.6,MA; MSc; BSc; BA; MCom; BCom,Yes,www.lokshikshansansthasanandibai.org.in,Active
COL0648,"Rajarshi Shahu College of Agriculture, Taloda",Agriculture,Government,Nandurbar,Taloda,Maharashtra,"Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli",1876,B,,No,2.66,1076,45,248.0,B.Sc Agriculture; B.Tech Agricultural Engineering,Yes,www.rajarshishahucollegeofagricu.org.in,Active
COL0649,"Krantiveer Vasudeo Balwant Phadke Institute of Engineering and Technology, Chakan",Engineering,Government,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1978,A,164,No,3.34,4425,274,36.7,BE Computer Engineering; BE Civil Engineering; BE Electronics & Telecommunication; ME; BE Electrical Engineering,No,www.krantiveervasudeobalwantphad.ac.in,Active
COL0650,"Government Mahavidyalaya, Chandur","Arts, Science & Commerce",Government,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,1863,A+,190,No,3.56,3549,195,32.1,MCom; BSc; BA; MSc,No,www.governmentmahavidyalayachand.org.in,Active
COL0651,"Ramabai Ranade College of Engineering and Technology, Satara",Engineering,Government,Satara,Satara,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1872,A++,224,Yes,3.78,4193,227,57.1,BE Electrical Engineering; BE Electronics & Telecommunication; ME; BE Civil Engineering,Yes,www.ramabairanadecollegeofengine.edu.in,Under NAAC Reassessment
COL0652,"Dnyaneshwar Mahavidyalaya, Andheri","Arts, Science & Commerce",Private,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1997,A,,No,3.37,2428,156,43.6,BA; BCom; BSc; MA; MSc,No,www.dnyaneshwarmahavidyalayaandh.edu.in,Active
COL0653,"Government Institute of Pharmaceutical Sciences, Sinnar",Pharmacy,Autonomous,Nashik,Sinnar,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1966,B,,Yes,2.71,647,37,11.4,B.Pharm; D.Pharm; M.Pharm,Yes,www.governmentinstituteofpharmac.org.in,Active
COL0654,"Government Institute of Nursing Sciences, Kurla",Nursing,Private,Mumbai Suburban,Kurla,Maharashtra,"Maharashtra University of Health Sciences, Nashik",2019,Not Accredited,,No,0.0,292,20,11.7,GNM; M.Sc Nursing; B.Sc Nursing,Yes,www.governmentinstituteofnursing.org.in,Active
COL0655,"MIT Art Design and Technology Group's Jyotirao Phule College of Pharmacy, Shirpur",Pharmacy,Autonomous,Dhule,Shirpur,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1976,B++,,Yes,3.23,590,30,15.7,B.Pharm; M.Pharm,No,www.mitartdesignandtechnologygro.ac.in,Active
COL0656,"Karmaveer Bhaurao Patil College of Architecture, Pathri",Architecture,Private,Parbhani,Pathri,Maharashtra,Swami Ramanand Teerth Marathwada University,1990,B++,,No,3.08,238,11,6.9,M.Arch; B.Arch,No,www.karmaveerbhauraopatilcollege.org.in,Active
COL0657,"MIT Art Design and Technology Group's Loknete Gopinathji Munde Institute of Pharmaceutical Sciences, Baramati",Pharmacy,Private,Pune,Baramati,Maharashtra,Savitribai Phule Pune University,2013,B++,,No,3.03,568,40,19.1,D.Pharm; B.Pharm; M.Pharm,No,www.mitartdesignandtechnologygro.ac.in,Active
COL0658,"Shri Shivaji Education Society's Vinoba Bhave Institute of Polytechnic, Murtijapur",Polytechnic,Private,Akola,Murtijapur,Maharashtra,Sant Gadge Baba Amravati University,2008,A,,No,3.5,1626,72,10.3,Diploma in Electrical Engineering; Diploma in Civil Engineering; Diploma in Computer Engineering,No,www.shrishivajieducationsocietys.edu.in,Active
COL0659,"Adarsh College of Engineering, Latur",Engineering,Autonomous,Latur,Latur,Maharashtra,Swami Ramanand Teerth Marathwada University,2001,A+,,Yes,3.67,1777,134,35.9,BE Electrical Engineering; BE Mechanical Engineering; BE Computer Engineering,Yes,www.adarshcollegeofengineeringla.ac.in,Active
COL0660,"Lok Shikshan Sanstha's Lokmanya Tilak Arts, Science and Commerce College, Buldhana","Arts, Science & Commerce",Deemed,Buldhana,Buldhana,Maharashtra,Lok Shikshan Sanstha's Lokmanya Tilak Arts (Deemed to be University),1978,A,,Yes,3.49,3723,172,5.4,BCom; BA,Yes,www.lokshikshansansthaslokmanyat.ac.in,Active
COL0661,"New Model Mahavidyalaya, Bhokar",Arts,Private,Nanded,Bhokar,Maharashtra,Swami Ramanand Teerth Marathwada University,1998,A+,,No,3.64,490,23,8.8,BA Economics; BA Marathi,No,www.newmodelmahavidyalayabhokar.ac.in,Active
COL0662,"MIT Art Design and Technology Group's Shahu Maharaj Arts, Science and Commerce College, Malegaon","Arts, Science & Commerce",Government,Nashik,Malegaon,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1855,A++,,No,3.97,3837,166,10.5,BSc; BCom; MCom; MA; MSc,No,www.mitartdesignandtechnologygro.ac.in,Active
COL0663,College of Engineering Pune,Engineering,Autonomous,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1994,A,33,Yes,3.46,1071,68,72.7,BE Mechanical Engineering; ME; BE Computer Engineering; BE Electrical Engineering,Yes,www.collegeofengineeringpune.ac.in,Active
COL0664,"Shikshan Prasarak Mandal's Krantiveer Vasudeo Balwant Phadke College of Engineering and Technology, Chalisgaon",Engineering,Private,Jalgaon,Chalisgaon,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2013,B++,,No,3.25,3602,179,49.3,BE Computer Engineering; BE Civil Engineering; BE Electronics & Telecommunication; BE Mechanical Engineering; ME; BE Electrical Engineering,No,www.shikshanprasarakmandalskrant.org.in,Active
COL0665,"Terna Public Charitable Trust's Baburao Kale School of Architecture, Chiplun",Architecture,Government,Ratnagiri,Chiplun,Maharashtra,University of Mumbai,1945,B+,,No,2.82,160,9,7.8,B.Arch; M.Arch,No,www.ternapubliccharitabletrustsb.ac.in,Active
COL0666,"Ramabai Ranade Arts, Science and Commerce College, Washim","Arts, Science & Commerce",Private,Washim,Washim,Maharashtra,Sant Gadge Baba Amravati University,1997,B++,,No,3.24,3678,159,36.7,BSc; BCom; MA,No,www.ramabairanadeartsscienceandc.edu.in,Temporarily Closed
COL0667,"Government Mahavidyalaya, Navapur","Arts, Science & Commerce",Autonomous,Nandurbar,Navapur,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1998,A++,,Yes,3.98,821,46,42.6,MSc; BA; BSc; MA; MCom; BCom,Yes,www.governmentmahavidyalayanavap.ac.in,Active
COL0668,"Sant Gadge Baba Institute of Pharmaceutical Sciences, Pathri",Pharmacy,Autonomous,Parbhani,Pathri,Maharashtra,Swami Ramanand Teerth Marathwada University,1976,B+,,Yes,2.99,352,24,7.2,B.Pharm; M.Pharm,Yes,www.santgadgebabainstituteofphar.edu.in,Active
COL0669,"Sanjivani Rural Education Society's Loknete Gopinathji Munde B.Ed. College, Satara",Education (B.Ed/D.Ed),Deemed,Satara,Satara,Maharashtra,Sanjivani Rural Education Society's Loknete Gopinathji Munde B.Ed. College (Deemed to be University),2007,A++,,Yes,3.8,133,8,6.4,M.Ed; B.Ed; D.Ed,No,www.sanjivaniruraleducationsocie.ac.in,Active
COL0670,"Vidya Bharati Mahavidyalaya Trust's Padmashri Vikhe Patil College of Architecture, Kurla",Architecture,Government,Mumbai Suburban,Kurla,Maharashtra,University of Mumbai,1985,A+,,Yes,3.67,197,12,7.0,B.Arch; M.Arch,Yes,www.vidyabharatimahavidyalayatru.edu.in,Active
COL0671,"Karmaveer Bhaurao Patil Arts, Science and Commerce College, Majalgaon","Arts, Science & Commerce",Private,Beed,Majalgaon,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1977,A,,No,3.47,5254,228,20.6,BCom; MA; BSc; MCom; BA,No,www.karmaveerbhauraopatilartssci.ac.in,Active
COL0672,"Government Arts, Science and Commerce College, Ambajogai","Arts, Science & Commerce",Private,Beed,Ambajogai,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2015,B++,,No,3.13,3992,189,12.7,BA; BSc; MCom; BCom,No,www.governmentartsscienceandcomm.ac.in,Active
COL0673,Barshi School of Architecture,Architecture,Deemed,Solapur,Barshi,Maharashtra,Barshi School of Architecture (Deemed to be University),1970,A,,Yes,3.31,514,23,6.6,B.Arch; M.Arch,No,www.barshischoolofarchitecture.ac.in,Active
COL0674,"New Model College of Pharmacy, Ahmadpur",Pharmacy,Government,Latur,Ahmadpur,Maharashtra,Swami Ramanand Teerth Marathwada University,1911,A,,No,3.3,304,24,16.6,B.Pharm; D.Pharm,No,www.newmodelcollegeofpharmacyahm.org.in,Active
COL0675,"Government Arts, Science and Commerce College, Bhokar","Arts, Science & Commerce",Government,Nanded,Bhokar,Maharashtra,Swami Ramanand Teerth Marathwada University,1891,A+,,No,3.55,2835,148,30.1,MCom; MSc,No,www.governmentartsscienceandcomm.ac.in,Active
COL0676,"Nutan Vidya Prasarak Sanstha's Yashwantrao Chavan Law College, Ahmednagar",Law,Private,Ahmednagar,Ahmednagar,Maharashtra,Savitribai Phule Pune University,1995,B,,No,2.6,813,59,4.3,LLB; BA LLB,Yes,www.nutanvidyaprasaraksansthasya.org.in,Active
COL0677,"Mahatma Gandhi Arts, Science and Commerce College, Pune","Arts, Science & Commerce",Government,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1867,B+,,No,2.92,1016,73,26.6,MSc; BA; MCom; BCom; MA,No,www.mahatmagandhiartsscienceandc.edu.in,Active
COL0678,"Karmaveer Bhaurao Patil College of Science, Darwha",Science,Deemed,Yavatmal,Darwha,Maharashtra,Karmaveer Bhaurao Patil College of Science (Deemed to be University),2008,B,,Yes,2.6,1227,95,21.0,BSc Physics; MSc,No,www.karmaveerbhauraopatilcollege.ac.in,Active
COL0679,Vile Parle Mahavidyalaya,Arts,Private,Mumbai Suburban,Vile Parle,Maharashtra,University of Mumbai,2001,A,,No,3.39,1283,92,11.7,BA English; BA History; MA; BA Marathi,No,www.vileparlemahavidyalaya.org.in,Active
COL0680,"Terna Public Charitable Trust's Yashwantrao Chavan Arts, Science and Commerce College, Girgaon","Arts, Science & Commerce",Private,Mumbai City,Girgaon,Maharashtra,University of Mumbai,1976,B+,,No,2.9,1936,101,7.9,MSc; BCom; MCom,Yes,www.ternapubliccharitabletrustsy.edu.in,Active
COL0681,"Dr. Babasaheb Ambedkar College of Commerce, Fort",Commerce,Private,Mumbai City,Fort,Maharashtra,University of Mumbai,1991,A+,,No,3.71,1452,63,7.7,BCom; BCom (Banking & Insurance),No,www.drbabasahebambedkarcollegeof.edu.in,Active
COL0682,"Rayat Shikshan Sanstha's Sant Gadge Baba College of Engineering and Technology, Ballarpur",Engineering,Deemed,Chandrapur,Ballarpur,Maharashtra,Rayat Shikshan Sanstha's Sant Gadge Baba College of Engineering and Technology (Deemed to be University),2005,A++,,Yes,3.77,1332,83,14.5,BE Mechanical Engineering; BE Civil Engineering; BE Computer Engineering,No,www.rayatshikshansansthassantgad.ac.in,Active
COL0683,"Kisan Veer Institute of Nursing Sciences, Khed",Nursing,Private,Ratnagiri,Khed,Maharashtra,"Maharashtra University of Health Sciences, Nashik",2011,A,,No,3.39,247,12,17.8,B.Sc Nursing; GNM,Yes,www.kisanveerinstituteofnursings.org.in,Active
