placement_id,college_id,student_id,branch,graduation_year,company,package_lpa,internship_company,internship_stipend,placement_status,job_role,location
PLC007461,COL0887,STU044586,ME,2027,LTIMindtree,6.7,Deloitte,22000,Placed,Software Trainee,Mumbai
PLC007462,COL1865,STU093050,MA,2027,,,,,Not Placed,,
PLC007463,COL1493,STU075759,ME,2027,,,Wipro,12500,Not Placed,,
PLC007464,COL0971,STU048593,ME,2027,Wipro,8.3,,,Placed,Associate Software Engineer,Noida
PLC007465,COL1612,STU080747,BSc,2027,,,,,Not Placed,,
PLC007466,COL1523,STU077154,BSc,2027,,,,,Not Placed,,
PLC007467,COL1233,STU061768,BE Electronics & Telecommunication,2027,,,,,Not Placed,,
PLC007468,COL1693,STU084573,MSc,2027,Genpact,3.1,,,Placed,Content Associate,Kolhapur
PLC007469,COL1212,STU060702,D.Pharm,2027,KPMG,15.0,HDFC Bank,21000,Placed,Business Analyst,Chennai
PLC007470,COL1179,STU059252,MS,2027,,,Thermax,15500,Not Eligible,,
PLC007471,COL1919,STU096061,MCom,2027,,,Fortis Healthcare,12000,Not Placed,,
PLC007472,COL0935,STU046871,BA,2027,EY,10.3,,,Placed,Relationship Manager,Pune
PLC007473,COL1149,STU057605,BE Civil Engineering,2027,Microsoft,54.8,Persistent Systems,17500,Placed,Software Development Engineer,Hyderabad
PLC007474,COL0920,STU046249,BSc,2027,,,,,Not Placed,,
PLC007475,COL1675,STU083772,MSc,2027,,,,,Not Placed,,
PLC007476,COL1188,STU059595,BCom,2027,,,,,Not Eligible,,
PLC007477,COL1378,STU069678,BSc,2027,TCS,6.1,Cipla,10500,Placed,Software Trainee,Gurugram
PLC007478,COL0990,STU049359,ME,2027,Zensar Technologies,5.9,Wipro BPO,9000,Placed,Systems Engineer,Hyderabad
PLC007479,COL1275,STU063558,BA,2027,Byju's,5.0,Walmart Global Tech,67000,Placed,Process Associate,Nagpur
PLC007480,COL1165,STU058571,ME,2027,NVIDIA,25.9,Salesforce,62500,Placed,Software Development Engineer,Pune
PLC007481,COL0694,STU034654,MA,2027,Teleperformance,3.8,,,Placed,Content Associate,Nashik
PLC007482,COL1679,STU083996,MSc,2027,HDFC Life,5.7,Microsoft,60500,Placed,Financial Analyst,Mumbai
PLC007483,COL0204,STU010843,BE Civil Engineering,2027,Infosys,7.1,Tata Motors,18000,Placed,IT Analyst,Noida
PLC007484,COL0765,STU038401,BBA,2027,,,,,Not Placed,,
PLC007485,COL1507,STU076520,LLM,2027,AZB & Partners,15.3,,,Placed,Junior Legal Counsel,Nashik
PLC007486,COL1464,STU074376,ME,2027,Tata Motors,5.2,Amazon (Operations),7500,Placed,Production Engineer,Aurangabad
PLC007487,COL1579,STU079566,BCom,2027,,,Glenmark Pharmaceuticals,10500,Not Placed,,
PLC007488,COL0471,STU024137,MSc,2027,,,,,Not Placed,,
PLC007489,COL0098,STU005103,MCom,2027,,,Accenture,12000,Not Placed,,
PLC007490,COL1447,STU073562,BA Marathi,2027,,,,,Not Placed,,
PLC007491,COL1612,STU080784,MSc,2027,Kotak Mahindra Bank,10.8,Thermax,11500,Placed,Business Analyst,Hyderabad
PLC007492,COL1556,STU078623,MD,2027,,,,,Not Placed,,
PLC007493,COL1746,STU087072,ME,2027,Infosys,4.5,,,Placed,Software Trainee,Bengaluru
PLC007494,COL1938,STU096902,MA,2027,Godrej Consumer Products,12.5,Glenmark Pharmaceuticals,14500,Placed,Brand Associate,Gurugram
PLC007495,COL0808,STU040359,MSc,2027,HDFC Bank,4.2,Ruby Hall Clinic,11000,Placed,Business Analyst,Noida
PLC007496,COL1286,STU064202,MCom,2027,,,,,Not Placed,,
PLC007497,COL1836,STU091500,BSc,2027,,,Siemens,14000,Not Eligible,,
PLC007498,COL0050,STU002754,MCom,2027,,,,,Not Placed,,
PLC007499,COL0839,STU042153,MSc,2027,,,,,Not Placed,,
PLC007500,COL0887,STU044669,BE Mechanical Engineering,2027,SAP Labs,16.6,,,Placed,Machine Learning Engineer,Bengaluru
PLC007501,COL0035,STU002032,BE Electronics & Telecommunication,2027,Microsoft,23.1,Capgemini,18000,Placed,Data Scientist,Chennai
PLC007502,COL0724,STU036375,MA,2027,,,,,Not Eligible,,
PLC007503,COL1801,STU089929,BCom,2027,,,,,Not Placed,,
PLC007504,COL1198,STU060063,MSc,2027,ITC Limited,9.5,Persistent Systems,23000,Placed,Management Trainee,Hyderabad
PLC007505,COL1800,STU089856,MSc,2027,Capgemini,4.6,,,Placed,Technical Consultant,Mumbai
PLC007506,COL0193,STU010077,BE Civil Engineering,2027,,,ICICI Bank,26500,Not Eligible,,
PLC007507,COL1672,STU083616,MCom,2027,Reliance Industries,7.1,HDFC Life,21500,Placed,Sales Executive,Hyderabad
PLC007508,COL1408,STU071717,MSc,2027,,,Tata Memorial Hospital,13500,Not Placed,,
PLC007509,COL1282,STU063866,MSc,2027,Teleperformance,3.7,Ruby Hall Clinic,8000,Placed,Process Associate,Nashik
PLC007510,COL0757,STU037719,MCom,2027,,,Fortis Healthcare,9000,Not Placed,,
PLC007511,COL1946,STU097263,ME,2027,Persistent Systems,13.6,Mphasis,24000,Placed,Associate Software Engineer,Mumbai
PLC007512,COL0490,STU025050,Diploma in Mechanical Engineering,2027,Cognizant,5.9,Ruby Hall Clinic,12500,Placed,IT Analyst,Pune
PLC007513,COL1483,STU075183,MA,2027,,,,,Not Placed,,
PLC007514,COL0307,STU016150,MSc,2027,Byju's,3.8,,,Placed,Operations Executive,Pune
PLC007515,COL0721,STU036152,MA,2027,Genpact,4.6,,,Placed,Content Associate,Pune
PLC007516,COL1398,STU071030,MA,2027,,,ABB India,16000,Not Placed,,
PLC007517,COL1982,STU099241,ME,2027,Tech Mahindra,6.7,Amazon,59000,Placed,Technical Consultant,Noida
PLC007518,COL1861,STU092804,BSc Chemistry,2027,,,,,Not Placed,,
PLC007519,COL1675,STU083800,MCom,2027,ICICI Bank,5.1,,,Placed,Audit Associate,Hyderabad
PLC007520,COL0702,STU035121,D.Pharm,2027,,,Amazon (Operations),6500,Not Placed,,
PLC007521,COL1523,STU077186,MA,2027,,,,,Not Placed,,
PLC007522,COL0588,STU029553,MCom,2027,Kotak Mahindra Bank,6.4,Amazon (Operations),10500,Placed,Management Trainee,Noida
PLC007523,COL0266,STU013853,ME,2027,Thermax,7.2,HDFC Life,24500,Placed,Production Engineer,Pune
PLC007524,COL0216,STU011527,MSc,2027,,,Tata Motors,17500,Not Eligible,,
PLC007525,COL0695,STU034693,MA,2027,Asian Paints,8.2,,,Placed,Supply Chain Analyst,Mumbai
PLC007526,COL0831,STU041644,MBA,2027,Godrej Consumer Products,12.7,Axis Bank,16000,Placed,Brand Associate,Chennai
PLC007527,COL1552,STU078496,Diploma in Computer Engineering,2027,,,TCS,16500,Not Placed,,
PLC007528,COL1865,STU093026,MA,2027,,,Tata Memorial Hospital,13000,Not Placed,,
PLC007529,COL0424,STU021652,MA,2027,,,Deloitte,23000,Not Placed,,
PLC007530,COL0137,STU006992,MCom,2027,,,,,Not Eligible,,
PLC007531,COL0739,STU036870,ME,2027,,,Ruby Hall Clinic,14000,Not Placed,,
PLC007532,COL0306,STU015989,MCom,2027,,,,,Not Eligible,,
PLC007533,COL0971,STU048496,ME,2027,Bajaj Auto,5.7,Ruby Hall Clinic,11500,Placed,Quality Engineer,Pune
PLC007534,COL0387,STU019869,BE Civil Engineering,2027,Tata Steel,12.9,KPMG,29500,Placed,Quality Engineer,Mumbai
PLC007535,COL0500,STU025582,ME,2027,,,,,Not Eligible,,
PLC007536,COL1362,STU068763,BCom,2027,ITC Limited,9.2,Tata Memorial Hospital,10000,Placed,Sales Executive,Mumbai
PLC007537,COL0521,STU026795,BCom,2027,Teleperformance,5.1,,,Placed,Customer Support Executive,Pune
PLC007538,COL0343,STU017829,MCom,2027,,,Infosys,21000,Not Placed,,
PLC007539,COL0610,STU030575,MSc,2027,PwC,9.3,,,Placed,Business Analyst,Pune
PLC007540,COL0944,STU047240,D.Pharm,2027,Lupin,6.8,Godrej & Boyce,12500,Placed,Regulatory Affairs Executive,Kolhapur
PLC007541,COL1978,STU099091,MCom,2027,,,,,Not Placed,,
PLC007542,COL1866,STU093182,BSc,2027,Genpact,3.9,Mphasis,21000,Placed,Operations Executive,Pune
PLC007543,COL1312,STU066111,BCom,2027,,,,,Not Placed,,
PLC007544,COL1306,STU065702,MCom,2027,Deloitte,12.8,,,Placed,Audit Associate,Noida
PLC007545,COL0403,STU020492,MS,2027,Tata Memorial Hospital,8.2,,,Placed,Staff Nurse,Nashik
PLC007546,COL1615,STU080831,PGDM,2027,Hindustan Unilever,11.2,Lupin,10500,Placed,Sales Executive,Chennai
PLC007547,COL0436,STU022125,MMS,2027,HDFC Bank,9.5,Cognizant,23500,Placed,Audit Associate,Noida
PLC007548,COL0797,STU039912,M.Pharm,2027,,,Apollo Hospitals,12000,Not Placed,,
PLC007549,COL1356,STU068410,MA,2027,Amazon (Operations),4.4,Siemens,20000,Placed,Content Associate,Amravati
PLC007550,COL1609,STU080698,M.Arch,2027,CP Kukreja Architects,7.1,,,Placed,Design Associate,Mumbai
PLC007551,COL1297,STU064827,BE Electronics & Telecommunication,2027,Uber,39.3,Mahindra & Mahindra,11000,Placed,Product Analyst,Pune
PLC007552,COL0927,STU046523,D.Pharm,2027,Axis Bank,4.9,Concentrix,6500,Placed,Business Analyst,Mumbai
PLC007553,COL1930,STU096533,BA,2027,Concentrix,5.3,Bajaj Auto,13500,Placed,Operations Executive,Solapur
PLC007554,COL1496,STU075922,MCom,2027,,,Apollo Hospitals,14500,Not Placed,,
PLC007555,COL1202,STU060323,MCom,2027,,,,,Not Placed,,
PLC007556,COL1384,STU070125,BCom,2027,,,Tata Steel,15000,Not Eligible,,
PLC007557,COL0079,STU004176,BA English,2027,,,,,Not Placed,,
PLC007558,COL1388,STU070399,MCom,2027,Byju's,5.8,KPMG,16000,Placed,Operations Executive,Aurangabad
PLC007559,COL1749,STU087269,BE Civil Engineering,2027,Siemens,11.4,Dr. Reddy's Laboratories,10500,Placed,Design Engineer,Mumbai
PLC007560,COL0989,STU049320,MSc,2027,,,,,Not Placed,,
PLC007561,COL0265,STU013692,BCom,2027,,,Bharat Forge,16500,Not Eligible,,
PLC007562,COL0940,STU047068,BE Electronics & Telecommunication,2027,Godrej & Boyce,7.7,,,Placed,Production Engineer,Aurangabad
PLC007563,COL0480,STU024470,ME,2027,Oracle,23.1,Apollo Hospitals,11000,Placed,Product Analyst,Mumbai
PLC007564,COL1633,STU081680,MSc,2027,,,,,Not Placed,,
PLC007565,COL1452,STU073716,MSc,2027,,,,,Not Placed,,
PLC007566,COL0353,STU018375,MSc,2027,Wipro BPO,5.8,Tata Memorial Hospital,13500,Placed,Process Associate,Pune
PLC007567,COL0285,STU015085,MA,2027,,,PwC,22000,Not Placed,,
PLC007568,COL1643,STU082208,D.Pharm,2027,Lupin,7.5,ICICI Bank,16000,Placed,R&D Associate,Solapur
PLC007569,COL0547,STU027955,BSc,2027,,,Tata Memorial Hospital,13500,Not Placed,,
PLC007570,COL0976,STU048661,BE Computer Engineering,2027,Mphasis,8.9,,,Placed,Technical Consultant,Mumbai
PLC007571,COL1695,STU084634,MSc,2027,Concentrix,5.3,,,Placed,Content Associate,Mumbai
PLC007572,COL1377,STU069627,M.Sc Agriculture,2027,Rallis India,7.8,,,Placed,Quality Analyst,Mumbai
PLC007573,COL1107,STU055691,BCom,2027,Asian Paints,10.0,Google,65000,Placed,Brand Associate,Mumbai
PLC007574,COL0720,STU035940,MSc,2027,,,,,Not Placed,,
PLC007575,COL0861,STU043330,D.Pharm,2027,Sun Pharmaceutical,5.2,Mahindra & Mahindra,15000,Placed,Quality Control Analyst,Aurangabad
PLC007576,COL0787,STU039506,MA,2027,,,,,Not Eligible,,
PLC007577,COL0544,STU027724,MA,2027,,,,,Not Placed,,
PLC007578,COL0351,STU018265,MA,2027,,,,,Not Placed,,
PLC007579,COL1963,STU098244,MSc,2027,,,,,Not Placed,,
PLC007580,COL0156,STU008286,MSc,2027,HDFC Bank,10.5,,,Placed,Business Analyst,Bengaluru
PLC007581,COL1646,STU082232,BE Civil Engineering,2027,,,,,Not Eligible,,
PLC007582,COL0658,STU032978,Diploma in Civil Engineering,2027,Bajaj Auto,4.7,,,Placed,Design Engineer,Chakan
PLC007583,COL1657,STU082749,MA,2027,,,,,Not Placed,,
PLC007584,COL0036,STU002044,BCom,2027,,,,,Not Placed,,
PLC007585,COL1664,STU083114,BE Electrical Engineering,2027,Zensar Technologies,4.2,,,Placed,Software Trainee,Bengaluru
PLC007586,COL0721,STU036058,MSc,2027,,,,,Not Placed,,
PLC007587,COL0252,STU013179,MA,2027,ITC Limited,9.4,,,Placed,Supply Chain Analyst,Gurugram
PLC007588,COL0647,STU032444,MCom,2027,,,Glenmark Pharmaceuticals,15000,Not Placed,,
PLC007589,COL0757,STU037687,MSc,2027,,,,,Not Placed,,
PLC007590,COL1010,STU050744,LLB,2027,Luthra and Luthra,6.7,Tata Motors,19000,Placed,Legal Analyst,Amravati
PLC007591,COL1513,STU076827,MCom,2027,Wipro BPO,5.8,,,Placed,Process Associate,Kolhapur
PLC007592,COL0484,STU024627,BSc,2027,,,,,Not Placed,,
PLC007593,COL1889,STU094261,D.Pharm,2027,Dr. Reddy's Laboratories,8.9,Bharat Forge,13500,Placed,Quality Control Analyst,Amravati
PLC007594,COL1335,STU067236,Diploma in Mechanical Engineering,2027,,,,,Not Placed,,
PLC007595,COL1380,STU069894,BCom (Accounting & Finance),2027,,,Amazon,58500,Not Placed,,
PLC007596,COL0925,STU046431,ME,2027,Bharat Forge,6.9,Tata Motors,19500,Placed,Production Engineer,Pune
PLC007597,COL0835,STU041876,MCom,2027,EY,15.4,,,Placed,Audit Associate,Chennai
PLC007598,COL1315,STU066284,MA,2027,,,Salesforce,55000,Not Placed,,
PLC007599,COL1249,STU062383,MSc,2027,,,Tata Steel,18500,Not Placed,,
PLC007600,COL0436,STU022124,MMS,2027,Reliance Industries,7.7,Fortis Healthcare,10000,Placed,Sales Executive,Noida
PLC007601,COL0287,STU015211,MA,2027,Asian Paints,8.9,Byju's,12000,Placed,Management Trainee,Hyderabad
PLC007602,COL1152,STU057719,BCom,2027,PwC,10.4,Kotak Mahindra Bank,18500,Placed,Management Trainee,Gurugram
PLC007603,COL0983,STU049019,MCom,2027,Cognizant,9.2,,,Placed,Software Trainee,Bengaluru
PLC007604,COL0632,STU031645,ANM,2027,Ruby Hall Clinic,4.9,,,Placed,Staff Nurse,Pune
PLC007605,COL1030,STU051696,MCom,2027,,,,,Not Placed,,
PLC007606,COL0983,STU049034,BSc,2027,HDFC Bank,4.0,,,Placed,Business Analyst,Gurugram
PLC007607,COL1967,STU098350,BA,2027,TCS,5.4,Siemens,19500,Placed,IT Analyst,Pune
PLC007608,COL1777,STU088577,MSc,2027,,,Mphasis,23500,Not Placed,,
PLC007609,COL0110,STU005674,MSc,2027,,,,,Not Placed,,
PLC007610,COL1907,STU095289,BE Electronics & Telecommunication,2027,,,PwC,26000,Not Placed,,
PLC007611,COL0097,STU005006,MSc,2027,,,,,Not Placed,,
PLC007612,COL1347,STU067757,BSc,2027,Zensar Technologies,5.7,Lupin,13500,Placed,Systems Engineer,Bengaluru
PLC007613,COL1447,STU073538,BA Marathi,2027,Genpact,5.5,PwC,19000,Placed,Customer Support Executive,Mumbai
PLC007614,COL1760,STU087640,MCom,2027,Concentrix,4.9,Byju's,8000,Placed,Customer Support Executive,Nashik
PLC007615,COL1919,STU096084,MCom,2027,Genpact,4.8,,,Placed,Customer Support Executive,Pune
PLC007616,COL0739,STU036916,ME,2027,ABB India,10.1,,,Placed,Site Engineer,Chakan
PLC007617,COL0848,STU042678,BSc,2027,,,,,Not Placed,,
PLC007618,COL0250,STU013000,MA,2027,,,,,Not Placed,,
PLC007619,COL1574,STU079123,MA,2027,,,,,Not Placed,,
PLC007620,COL0857,STU043242,BA English,2027,Asian Paints,11.6,,,Placed,Supply Chain Analyst,Mumbai
PLC007621,COL0830,STU041618,MSc,2027,,,,,Not Placed,,
PLC007622,COL1304,STU065443,MSc,2027,Amazon (Operations),4.6,,,Placed,Content Associate,Nagpur
PLC007623,COL1367,STU069231,MA,2027,Wipro BPO,5.8,Max Healthcare,9500,Placed,Operations Executive,Nagpur
PLC007624,COL1815,STU090365,MSc,2027,,,,,Not Placed,,
PLC007625,COL0208,STU011040,BSc,2027,,,,,Not Placed,,
PLC007626,COL0600,STU030318,BCom,2027,Tech Mahindra,7.4,,,Placed,Associate Software Engineer,Chennai
PLC007627,COL1764,STU087749,ME,2027,,,,,Not Eligible,,
PLC007628,COL1640,STU082070,MSc,2027,,,,,Not Eligible,,
PLC007629,COL1240,STU062100,MSc,2027,,,,,Not Eligible,,
PLC007630,COL1971,STU098693,BE Mechanical Engineering,2027,Mphasis,9.5,Siemens,17000,Placed,Systems Engineer,Gurugram
PLC007631,COL1404,STU071451,MCom,2027,Concentrix,4.2,Fortis Healthcare,11500,Placed,Content Associate,Mumbai
PLC007632,COL0222,STU011792,MCom,2027,,,,,Not Placed,,
PLC007633,COL0887,STU044613,BE Electrical Engineering,2027,ABB India,6.7,LTIMindtree,19500,Placed,Design Engineer,Nagpur
PLC007634,COL0681,STU034006,BCom,2027,,,Tech Mahindra,19000,Not Placed,,
PLC007635,COL1596,STU080278,M.Sc Nursing,2027,Tata Memorial Hospital,4.0,,,Placed,Medical Officer,Nagpur
PLC007636,COL0469,STU023968,Diploma in Computer Engineering,2027,,,,,Not Placed,,
PLC007637,COL1895,STU094494,MSc,2027,ITC Limited,11.5,,,Placed,Sales Executive,Hyderabad
PLC007638,COL1380,STU069904,BCom,2027,KPMG,8.3,,,Placed,Business Analyst,Gurugram
PLC007639,COL0130,STU006695,ME,2027,Siemens,8.7,Byju's,9500,Placed,Design Engineer,Nagpur
PLC007640,COL1491,STU075617,BSc Computer Science,2027,Asian Paints,11.0,,,Placed,Supply Chain Analyst,Pune
PLC007641,COL1682,STU084069,D.Ed,2027,Wipro BPO,3.5,Microsoft,59000,Placed,Process Associate,Mumbai
PLC007642,COL1303,STU065354,MA,2027,Axis Bank,7.5,,,Placed,Business Analyst,Noida
PLC007643,COL0506,STU025898,ME,2027,Google,32.8,,,Placed,Software Development Engineer,Mumbai
PLC007644,COL1490,STU075505,MCom,2027,Wipro BPO,4.1,,,Placed,Content Associate,Kolhapur
PLC007645,COL0225,STU011914,BA Economics,2027,,,Dr. Reddy's Laboratories,11000,Not Placed,,
PLC007646,COL0132,STU006783,MCom,2027,,,,,Not Eligible,,
PLC007647,COL0197,STU010336,ME,2027,,,Deloitte,15500,Not Placed,,
PLC007648,COL1084,STU054161,MCom,2027,HDFC Bank,10.6,,,Placed,Business Analyst,Gurugram
PLC007649,COL1293,STU064705,BCom (Accounting & Finance),2027,,,SAP Labs,63500,Not Placed,,
PLC007650,COL1365,STU068995,MSc,2027,,,,,Not Placed,,
PLC007651,COL0076,STU004014,MA,2027,,,,,Not Placed,,
PLC007652,COL1366,STU069111,MA,2027,,,,,Not Placed,,
PLC007653,COL0896,STU045250,MCom,2027,,,,,Not Eligible,,
PLC007654,COL1545,STU078095,MCom,2027,,,,,Not Placed,,
PLC007655,COL0338,STU017593,MD,2027,,,Microsoft,40000,Not Placed,,
PLC007656,COL0355,STU018521,BE Civil Engineering,2027,Bajaj Auto,4.7,Fortis Healthcare,11500,Placed,Site Engineer,Mumbai
PLC007657,COL0879,STU044292,MSc,2027,,,,,Not Placed,,
PLC007658,COL0197,STU010398,BE Electronics & Telecommunication,2027,,,Microsoft,40000,Not Eligible,,
PLC007659,COL0304,STU015904,MCom,2027,Teleperformance,5.3,Fortis Healthcare,14000,Placed,Content Associate,Mumbai
PLC007660,COL0019,STU001011,BCom,2027,,,,,Not Placed,,
PLC007661,COL0076,STU004013,MA,2027,HDFC Bank,4.2,Max Healthcare,9000,Placed,Relationship Manager,Bengaluru
PLC007662,COL1610,STU080710,D.Pharm,2027,KPMG,10.7,,,Placed,Management Trainee,Chennai
PLC007663,COL1782,STU088913,MSc,2027,,,TCS,12500,Not Placed,,
PLC007664,COL1545,STU078062,BCom,2027,,,Bharat Forge,19500,Not Placed,,
PLC007665,COL0136,STU006954,Diploma in Electrical Engineering,2027,Larsen & Toubro,4.3,,,Placed,Design Engineer,Mumbai
PLC007666,COL1563,STU078710,ME,2027,LTIMindtree,4.6,Amazon,35500,Placed,Technical Consultant,Gurugram
PLC007667,COL0125,STU006477,MA,2027,,,,,Not Placed,,
PLC007668,COL1383,STU070102,BA,2027,HDFC Life,8.8,Zensar Technologies,20500,Placed,Financial Analyst,Mumbai
PLC007669,COL0250,STU013011,BSc,2027,,,Lupin,14000,Not Placed,,
PLC007670,COL1348,STU067905,MSc,2027,Amazon (Operations),4.8,,,Placed,Operations Executive,Kolhapur
PLC007671,COL1097,STU054978,BCom,2027,ICICI Bank,10.3,Concentrix,10000,Placed,Business Analyst,Pune
PLC007672,COL0835,STU041922,BCom,2027,Deloitte,8.8,,,Placed,Management Trainee,Pune
PLC007673,COL1179,STU059243,MS,2027,,,Fortis Healthcare,12500,Not Placed,,
PLC007674,COL0268,STU014088,MBBS,2027,,,Wipro,14000,Not Placed,,
PLC007675,COL0111,STU005780,MCom,2027,,,,,Not Placed,,
PLC007676,COL1782,STU088863,MA,2027,,,,,Not Placed,,
PLC007677,COL1094,STU054640,MCom,2027,,,HDFC Bank,18500,Not Placed,,
PLC007678,COL0503,STU025693,BCom,2027,,,,,Not Placed,,
PLC007679,COL1471,STU074653,MBA,2027,Hindustan Unilever,13.5,,,Placed,Management Trainee,Hyderabad
PLC007680,COL1413,STU071967,ME,2027,,,KPMG,26000,Not Placed,,
PLC007681,COL0393,STU020211,MCom,2027,Kotak Mahindra Bank,9.1,,,Placed,Financial Analyst,Gurugram
PLC007682,COL0547,STU027925,MSc,2027,,,,,Not Placed,,
PLC007683,COL0145,STU007514,MA,2027,Asian Paints,10.1,,,Placed,Supply Chain Analyst,Gurugram
PLC007684,COL1282,STU063977,MSc,2027,,,,,Not Placed,,
PLC007685,COL1254,STU062557,BA,2027,,,Amazon (Operations),8500,Not Placed,,
PLC007686,COL1257,STU062675,MCom,2027,,,,,Not Placed,,
PLC007687,COL1848,STU092100,MCom,2027,,,,,Not Placed,,
PLC007688,COL0033,STU001829,ME,2027,Accenture,6.4,Wipro BPO,9500,Placed,Technical Consultant,Chennai
PLC007689,COL0348,STU018134,BSc,2027,,,,,Not Placed,,
PLC007690,COL0759,STU037889,BCom (Banking & Insurance),2027,,,Larsen & Toubro,12000,Not Placed,,
PLC007691,COL0786,STU039449,Diploma in Civil Engineering,2027,,,,,Not Placed,,
PLC007692,COL0097,STU005035,BSc,2027,ITC Limited,11.8,Glenmark Pharmaceuticals,16000,Placed,Supply Chain Analyst,Hyderabad
PLC007693,COL1125,STU056431,BA,2027,,,Sun Pharmaceutical,13500,Not Placed,,
PLC007694,COL1689,STU084323,MSc,2027,HDFC Bank,4.3,,,Placed,Financial Analyst,Pune
PLC007695,COL1660,STU082953,BE Electrical Engineering,2027,TCS,6.3,Fortis Healthcare,10000,Placed,Software Trainee,Bengaluru
PLC007696,COL1425,STU072495,BCom (Banking & Insurance),2027,,,Deloitte,19000,Not Placed,,
PLC007697,COL0544,STU027674,MSc,2027,,,,,Not Placed,,
PLC007698,COL1434,STU072724,ME,2027,,,Google,39500,Not Eligible,,
PLC007699,COL1409,STU071817,MBA,2027,,,,,Not Eligible,,
PLC007700,COL0620,STU031002,MA,2027,Byju's,3.7,,,Placed,Customer Support Executive,Nagpur
PLC007701,COL1651,STU082450,BE Electronics & Telecommunication,2027,Cummins India,11.8,HDFC Bank,28500,Placed,Production Engineer,Chakan
PLC007702,COL1095,STU054840,MA,2027,,,,,Not Placed,,
PLC007703,COL1814,STU090320,BSc Mathematics,2027,,,Kotak Mahindra Bank,26000,Not Placed,,
PLC007704,COL1453,STU073811,BE Electrical Engineering,2027,,,,,Not Eligible,,
PLC007705,COL0633,STU031705,BE Civil Engineering,2027,Bajaj Auto,8.1,Salesforce,82000,Placed,Site Engineer,Nagpur
PLC007706,COL1888,STU094146,MA,2027,Persistent Systems,6.2,Sun Pharmaceutical,17000,Placed,Technical Consultant,Chennai
PLC007707,COL1664,STU083109,ME,2027,Qualcomm,28.9,,,Placed,Data Scientist,Hyderabad
PLC007708,COL0050,STU002781,MSc,2027,Deloitte,13.7,Tata Steel,10500,Placed,Financial Analyst,Noida
PLC007709,COL0178,STU009319,MS,2027,Fortis Healthcare,3.5,Bajaj Auto,13000,Placed,Staff Nurse,Nashik
PLC007710,COL0483,STU024579,BSc Chemistry,2027,Accenture,7.3,Wipro,16000,Placed,Systems Engineer,Bengaluru
PLC007711,COL0198,STU010451,MCom,2027,,,,,Not Placed,,
PLC007712,COL1018,STU051050,ME,2027,Bajaj Auto,8.5,,,Placed,Quality Engineer,Nagpur
PLC007713,COL1692,STU084442,BSc Physics,2027,Cognizant,9.1,Tata Motors,14500,Placed,IT Analyst,Pune
PLC007714,COL1549,STU078380,BE Electronics & Telecommunication,2027,,,,,Not Eligible,,
PLC007715,COL0545,STU027815,MCom,2027,Teleperformance,5.5,Qualcomm,76000,Placed,Operations Executive,Mumbai
PLC007716,COL1466,STU074526,MSc,2027,,,Microsoft,65500,Not Placed,,
PLC007717,COL1695,STU084594,BSc,2027,,,,,Not Eligible,,
PLC007718,COL0656,STU032927,M.Arch,2027,CP Kukreja Architects,7.2,Wipro BPO,7500,Placed,Site Architect,Amravati
PLC007719,COL1009,STU050619,MCom,2027,EY,13.8,,,Placed,Financial Analyst,Hyderabad
PLC007720,COL1679,STU083954,MCom,2027,,,,,Not Placed,,
PLC007721,COL1934,STU096700,LLM,2027,,,,,Not Eligible,,
PLC007722,COL1835,STU091482,MA,2027,Asian Paints,6.0,,,Placed,Sales Executive,Noida
