finance_id,college_id,financial_year,annual_budget,government_grant,research_grant,tuition_revenue,expenses,capital_expenditure,operating_expenditure
FIN04039,COL1455,2024,211038000,118972000,22037000,56101000,189410000,60826000,128584000
FIN04040,COL1455,2025,235803000,139622000,16638000,65701000,269562000,48260000,221302000
FIN04041,COL1597,2018,302917000,35981000,5225000,206822000,302065000,92400000,209665000
FIN04042,COL1597,2019,311453000,8735000,13675000,243259000,255754000,61199000,194555000
FIN04043,COL1597,2020,376028000,27568000,7318000,281517000,289390000,82272000,207118000
FIN04044,COL1597,2021,359768000,42866000,6536000,283698000,356166000,53993000,302173000
FIN04045,COL1597,2022,422606000,37417000,22399000,300631000,484887000,136857000,348030000
FIN04046,COL1597,2023,368197000,20437000,12572000,258117000,368398000,87606000,280792000
FIN04047,COL1597,2024,403836000,38956000,15345000,283220000,405678000,62469000,343209000
FIN04048,COL1597,2025,395173000,29904000,8591000,322620000,315012000,55675000,259337000
FIN04049,COL1509,2018,233073000,69642000,9361000,118844000,188772000,33376000,155396000
FIN04050,COL1509,2019,259505000,113966000,21768000,104896000,216741000,71087000,145654000
FIN04051,COL1509,2020,268573000,111796000,13771000,133417000,237645000,43952000,193693000
FIN04052,COL1509,2021,246874000,101881000,9215000,110207000,225216000,34696000,190520000
FIN04053,COL1509,2022,272708000,74370000,19103000,169019000,293832000,88292000,205540000
FIN04054,COL1509,2023,292979000,116136000,8381000,146600000,259570000,44137000,215433000
FIN04055,COL1509,2024,306276000,118154000,19523000,127266000,312774000,67048000,245726000
FIN04056,COL1509,2025,283907000,86449000,10218000,158555000,279307000,57491000,221816000
FIN04057,COL0143,2018,127833000,50493000,5104000,58682000,120582000,30131000,90451000
FIN04058,COL0143,2019,141101000,37411000,10761000,79680000,110779000,36514000,74265000
FIN04059,COL0143,2020,141978000,63032000,6827000,62352000,144301000,40901000,103400000
FIN04060,COL0143,2021,153452000,59705000,3546000,77701000,141602000,48843000,92759000
FIN04061,COL0143,2022,156539000,43504000,12168000,76602000,121480000,28799000,92681000
FIN04062,COL0143,2023,149499000,61978000,3130000,75330000,140012000,28701000,111311000
FIN04063,COL0143,2024,138017000,35045000,8093000,76017000,150267000,38535000,111732000
FIN04064,COL0143,2025,160600000,71124000,3768000,72480000,157612000,36530000,121082000
FIN04065,COL0480,2018,663890000,30740000,44429000,479446000,625997000,200842000,425155000
FIN04066,COL0480,2019,709110000,69059000,21655000,567871000,701279000,224271000,477008000
FIN04067,COL0480,2020,741514000,54236000,38572000,592412000,767446000,182083000,585363000
FIN04068,COL0480,2021,757276000,58291000,45283000,565706000,745263000,196387000,548876000
FIN04069,COL0480,2022,666482000,73548000,53194000,437197000,507375000,172452000,334923000
FIN04070,COL0480,2023,754486000,15763000,57614000,575798000,728529000,169907000,558622000
FIN04071,COL0480,2024,649267000,24815000,48058000,536946000,546162000,129946000,416216000
FIN04072,COL0480,2025,809165000,75381000,35323000,582728000,663159000,181231000,481928000
FIN04073,COL1964,2018,574075000,247991000,9130000,277980000,535548000,113977000,421571000
FIN04074,COL1964,2019,631310000,189245000,15434000,347909000,475315000,98235000,377080000
FIN04075,COL1964,2020,567949000,143278000,29061000,308674000,470604000,113230000,357374000
FIN04076,COL1964,2021,639361000,200515000,29017000,359492000,723356000,197966000,525390000
FIN04077,COL1964,2022,656053000,220278000,35425000,370622000,531389000,141572000,389817000
FIN04078,COL1964,2023,706681000,256888000,19286000,378570000,811819000,158125000,653694000
FIN04079,COL1964,2024,716368000,225202000,14129000,414538000,733530000,156879000,576651000
FIN04080,COL1964,2025,821404000,227636000,32439000,439154000,677364000,146746000,530618000
FIN04081,COL1563,2018,202124000,7336000,11169000,165878000,185814000,45475000,140339000
FIN04082,COL1563,2019,204720000,18667000,10701000,132420000,186263000,30182000,156081000
FIN04083,COL1563,2020,193600000,17439000,6648000,137626000,198477000,50298000,148179000
FIN04084,COL1563,2021,207566000,18216000,11692000,155139000,170478000,30177000,140301000
FIN04085,COL1563,2022,249703000,9970000,5913000,209506000,247229000,55755000,191474000
FIN04086,COL1563,2023,230832000,26796000,10499000,180515000,216988000,60551000,156437000
FIN04087,COL1563,2024,215961000,21435000,16983000,144129000,225378000,75535000,149843000
FIN04088,COL1563,2025,275019000,16110000,10476000,213185000,209880000,43726000,166154000
FIN04089,COL1395,2018,82167000,4395000,2867000,69065000,93801000,31059000,62742000
FIN04090,COL1395,2019,81138000,5452000,3939000,65687000,69068000,13273000,55795000
FIN04091,COL1395,2020,96228000,4736000,4180000,65996000,74961000,16989000,57972000
FIN04092,COL1395,2021,89954000,8419000,1392000,68404000,96118000,21785000,74333000
FIN04093,COL1395,2022,102352000,5553000,5867000,73877000,113757000,38512000,75245000
FIN04094,COL1395,2023,104117000,11316000,2759000,82382000,93652000,27938000,65714000
FIN04095,COL1395,2024,119566000,7230000,5394000,87412000,130030000,25147000,104883000
FIN04096,COL1395,2025,104051000,12485000,3024000,68458000,86763000,24797000,61966000
FIN04097,COL1520,2018,87154000,30709000,9897000,38795000,74428000,21369000,53059000
FIN04098,COL1520,2019,102058000,43634000,7197000,45917000,113352000,25484000,87868000
FIN04099,COL1520,2020,93702000,31039000,6151000,49985000,70955000,13278000,57677000
FIN04100,COL1520,2021,104256000,35974000,6854000,47726000,105451000,20585000,84866000
FIN04101,COL1520,2022,110218000,46130000,10071000,51092000,100365000,24095000,76270000
FIN04102,COL1520,2023,103438000,41148000,8206000,41030000,89747000,29531000,60216000
FIN04103,COL1520,2024,133624000,40407000,9494000,76338000,141393000,37293000,104100000
FIN04104,COL1520,2025,102466000,37695000,9535000,42789000,114474000,20018000,94456000
FIN04105,COL1568,2018,59106000,3104000,3325000,46887000,54897000,13356000,41541000
FIN04106,COL1568,2019,58289000,4378000,2829000,45989000,55610000,11974000,43636000
FIN04107,COL1568,2020,62035000,1273000,2447000,52422000,52186000,12385000,39801000
FIN04108,COL1568,2021,68118000,8166000,3528000,43908000,51997000,8827000,43170000
FIN04109,COL1568,2022,69093000,8006000,1585000,45849000,63553000,9630000,53923000
FIN04110,COL1568,2023,59354000,7019000,2878000,45177000,48768000,13304000,35464000
FIN04111,COL1568,2024,62890000,6211000,2999000,42412000,71112000,21012000,50100000
FIN04112,COL1568,2025,68822000,2935000,3605000,57505000,56667000,12062000,44605000
FIN04113,COL0830,2018,175038000,109468000,11876000,43685000,170677000,35316000,135361000
FIN04114,COL0830,2019,167284000,109743000,13239000,34832000,146355000,25437000,120918000
FIN04115,COL0830,2020,213542000,131066000,10973000,67601000,206362000,47080000,159282000
FIN04116,COL0830,2021,217771000,129049000,11572000,70290000,241404000,71038000,170366000
FIN04117,COL0830,2022,218541000,123365000,7558000,78045000,229773000,63223000,166550000
FIN04118,COL0830,2023,235375000,133436000,22387000,72331000,220868000,60078000,160790000
FIN04119,COL0830,2024,197593000,129718000,10165000,54340000,216518000,62936000,153582000
FIN04120,COL0830,2025,223344000,158217000,19264000,40916000,222829000,46273000,176556000
FIN04121,COL1661,2018,300216000,195975000,6175000,91406000,335411000,89726000,245685000
FIN04122,COL1661,2019,319222000,227216000,17306000,58610000,350540000,106917000,243623000
FIN04123,COL1661,2020,301577000,221341000,11786000,62009000,265084000,62448000,202636000
FIN04124,COL1661,2021,352905000,210058000,9938000,105099000,294421000,90270000,204151000
FIN04125,COL1661,2022,314696000,203526000,13974000,83053000,325114000,61563000,263551000
FIN04126,COL1661,2023,375779000,253639000,11666000,96173000,399688000,113358000,286330000
FIN04127,COL1661,2024,382862000,264549000,7683000,86013000,421098000,72597000,348501000
FIN04128,COL1661,2025,382466000,238757000,10551000,110457000,367968000,69809000,298159000
FIN04129,COL0327,2018,105062000,28306000,4048000,67821000,79280000,27408000,51872000
FIN04130,COL0327,2019,110859000,43261000,4463000,56583000,92302000,16875000,75427000
FIN04131,COL0327,2020,117761000,35601000,6242000,65706000,90459000,16762000,73697000
FIN04132,COL0327,2021,143114000,54550000,6638000,72913000,119594000,27685000,91909000
FIN04133,COL0327,2022,128290000,56053000,3614000,64608000,103640000,31942000,71698000
FIN04134,COL0327,2023,140760000,35876000,8036000,77255000,123256000,34269000,88987000
FIN04135,COL0327,2024,155444000,66070000,7715000,66096000,129149000,42114000,87035000
FIN04136,COL0327,2025,168114000,55433000,4541000,90237000,144183000,24094000,120089000
FIN04137,COL0244,2018,34933000,3529000,1184000,28323000,30972000,10455000,20517000
FIN04138,COL0244,2019,34507000,3617000,513000,24260000,37745000,12432000,25313000
FIN04139,COL0244,2020,33386000,2054000,606000,26180000,26243000,7556000,18687000
FIN04140,COL0244,2021,36485000,4048000,1091000,28368000,31423000,7023000,24400000
FIN04141,COL0244,2022,40258000,4248000,1007000,29604000,30454000,7127000,23327000
FIN04142,COL0244,2023,40426000,1384000,1560000,30334000,32713000,11357000,21356000
FIN04143,COL0244,2024,39231000,1595000,490000,30665000,36605000,11581000,25024000
FIN04144,COL0244,2025,43676000,2902000,616000,34808000,46896000,15832000,31064000
FIN04145,COL0270,2018,388240000,9153000,4017000,299922000,379249000,132637000,246612000
FIN04146,COL0270,2019,383132000,19718000,5375000,332461000,355060000,70286000,284774000
FIN04147,COL0270,2020,482949000,43670000,4836000,387890000,421960000,113879000,308081000
FIN04148,COL0270,2021,430196000,43242000,5140000,324203000,435414000,112183000,323231000
FIN04149,COL0270,2022,428041000,29222000,5446000,320026000,323504000,89086000,234418000
FIN04150,COL0270,2023,486693000,32944000,4867000,338162000,540955000,97838000,443117000
FIN04151,COL0270,2024,491328000,14401000,7313000,400113000,437014000,72554000,364460000
FIN04152,COL0270,2025,548169000,20564000,5482000,481106000,528266000,160126000,368140000
FIN04153,COL1320,2018,177535000,20987000,10829000,118456000,187773000,60484000,127289000
FIN04154,COL1320,2019,163758000,17561000,8787000,109265000,127266000,28170000,99096000
FIN04155,COL1320,2020,190017000,17444000,11462000,132788000,205556000,46291000,159265000
FIN04156,COL1320,2021,194428000,23272000,13805000,130364000,184370000,53960000,130410000
FIN04157,COL1320,2022,199899000,12066000,6234000,148487000,172486000,45065000,127421000
FIN04158,COL1320,2023,212661000,19489000,13489000,136938000,190300000,60266000,130034000
FIN04159,COL1320,2024,237066000,25631000,17671000,162124000,241352000,47353000,193999000
FIN04160,COL1320,2025,247614000,18044000,19747000,163486000,230998000,57889000,173109000
FIN04161,COL0492,2018,61792000,1812000,3842000,50059000,66289000,17503000,48786000
FIN04162,COL0492,2019,65673000,3110000,4138000,54365000,55198000,17554000,37644000
FIN04163,COL0492,2020,68381000,7700000,4441000,48712000,70866000,13364000,57502000
FIN04164,COL0492,2021,67427000,7378000,2043000,47816000,66019000,11143000,54876000
FIN04165,COL0492,2022,79266000,8298000,3327000,60072000,90556000,16347000,74209000
FIN04166,COL0492,2023,72110000,2360000,2881000,60603000,75877000,12999000,62878000
FIN04167,COL0492,2024,74750000,6100000,4512000,48671000,65364000,21164000,44200000
FIN04168,COL0492,2025,70756000,4112000,4978000,48251000,58647000,15349000,43298000
FIN04169,COL0515,2018,131874000,5094000,1319000,105252000,150899000,44933000,105966000
FIN04170,COL0515,2019,134508000,12882000,1345000,108151000,101256000,34637000,66619000
FIN04171,COL0515,2020,143611000,7508000,1436000,113290000,121330000,37891000,83439000
FIN04172,COL0515,2021,146151000,13024000,1462000,123238000,111903000,36232000,75671000
FIN04173,COL0515,2022,172244000,6174000,1722000,133152000,154335000,24784000,129551000
FIN04174,COL0515,2023,138288000,5333000,1383000,108719000,130546000,31274000,99272000
FIN04175,COL0515,2024,180044000,6396000,1800000,148549000,203653000,50151000,153502000
FIN04176,COL0515,2025,194629000,7053000,1946000,172899000,206135000,67969000,138166000
FIN04177,COL0758,2018,27187000,17608000,845000,6572000,29039000,7314000,21725000
FIN04178,COL0758,2019,26584000,15923000,983000,8588000,22082000,7318000,14764000
FIN04179,COL0758,2020,27496000,20464000,2925000,3471000,23704000,7864000,15840000
FIN04180,COL0758,2021,26113000,18118000,3119000,4154000,21165000,7166000,13999000
FIN04181,COL0758,2022,25825000,18991000,915000,5513000,26824000,7725000,19099000
FIN04182,COL0758,2023,27086000,19330000,1111000,6216000,28734000,5526000,23208000
FIN04183,COL0758,2024,33845000,20274000,1437000,11436000,31603000,7388000,24215000
FIN04184,COL0758,2025,32757000,21996000,2474000,7201000,30736000,5619000,25117000
FIN04185,COL0148,2018,518828000,161653000,36452000,281861000,537101000,84588000,452513000
FIN04186,COL0148,2019,503158000,169619000,34231000,241181000,415169000,98799000,316370000
FIN04187,COL0148,2020,549413000,188948000,53865000,231238000,582847000,147685000,435162000
FIN04188,COL0148,2021,525256000,188992000,40000000,269455000,445752000,121199000,324553000
FIN04189,COL0148,2022,584582000,248393000,34279000,237273000,600157000,150199000,449958000
FIN04190,COL0148,2023,643712000,258372000,73730000,293250000,535328000,159517000,375811000
FIN04191,COL0148,2024,635176000,231634000,60305000,261673000,667379000,146512000,520867000
FIN04192,COL0148,2025,545212000,154048000,29706000,324330000,606048000,101476000,504572000
FIN04193,COL0468,2018,518652000,338845000,27718000,129754000,440495000,121028000,319467000
FIN04194,COL0468,2019,499054000,344949000,10614000,119254000,509764000,82619000,427145000
FIN04195,COL0468,2020,552453000,413899000,25958000,106129000,429757000,68140000,361617000
FIN04196,COL0468,2021,625422000,440728000,10281000,142348000,675789000,153060000,522729000
FIN04197,COL0468,2022,539592000,327020000,11045000,159611000,561927000,134984000,426943000
FIN04198,COL0468,2023,694388000,388442000,23098000,258755000,733945000,163231000,570714000
FIN04199,COL0468,2024,603335000,388215000,10478000,185780000,649976000,120413000,529563000
FIN04200,COL0468,2025,711098000,475642000,38204000,173090000,555264000,130878000,424386000
FIN04201,COL1600,2018,509508000,159510000,47311000,253486000,437439000,66657000,370782000
FIN04202,COL1600,2019,502192000,195087000,39458000,221427000,495514000,121771000,373743000
FIN04203,COL1600,2020,598661000,197352000,39213000,340002000,612958000,194720000,418238000
FIN04204,COL1600,2021,609832000,239149000,23716000,296620000,512671000,177159000,335512000
FIN04205,COL1600,2022,521116000,134315000,31787000,326844000,581909000,198418000,383491000
FIN04206,COL1600,2023,638047000,275689000,44579000,264148000,705736000,241202000,464534000
FIN04207,COL1600,2024,614502000,250380000,30928000,305728000,567674000,198291000,369383000
FIN04208,COL1600,2025,659961000,190565000,40750000,342386000,688207000,143001000,545206000
FIN04209,COL1365,2018,65864000,2785000,857000,57929000,52926000,9391000,43535000
FIN04210,COL1365,2019,63184000,4038000,632000,52772000,71641000,24757000,46884000
FIN04211,COL1365,2020,74032000,5142000,740000,51613000,80503000,21247000,59256000
FIN04212,COL1365,2021,68902000,2434000,1333000,51196000,75054000,13077000,61977000
FIN04213,COL1365,2022,69365000,2576000,805000,54093000,65007000,11380000,53627000
FIN04214,COL1365,2023,76402000,5117000,874000,64223000,73707000,11791000,61916000
FIN04215,COL1365,2024,69119000,5118000,691000,49993000,67623000,16889000,50734000
FIN04216,COL1365,2025,76611000,8657000,766000,57081000,68521000,12259000,56262000
FIN04217,COL0163,2018,703920000,113661000,16831000,501825000,555315000,165635000,389680000
FIN04218,COL0163,2019,734289000,170417000,20811000,482390000,797613000,272881000,524732000
FIN04219,COL0163,2020,747525000,179273000,59278000,408435000,786688000,243955000,542733000
FIN04220,COL0163,2021,699401000,92100000,23310000,506291000,681330000,121610000,559720000
FIN04221,COL0163,2022,720545000,143577000,44152000,467180000,780991000,227813000,553178000
FIN04222,COL0163,2023,761528000,137280000,50641000,497952000,638373000,156962000,481411000
FIN04223,COL0163,2024,730554000,148020000,37452000,513047000,833411000,249611000,583800000
FIN04224,COL0163,2025,895043000,152892000,51983000,523425000,971039000,331368000,639671000
